,address,zipcode,city,state,latitude,longitude,amount
504,2050 Perry Street,80212,Denver,CO,39.748621,-105.039151,979002
505,1029 East Iliff Avenue,,,,,,
506,2625 West 25th Avenue,80211,Denver,CO,39.753809,-105.019766,
507,3201 West 44th Avenue,80211,Denver,CO,39.776962,-105.028539,793922
508,2725 West 21st Avenue,80211,Denver,CO,39.748951,-105.021211,611640
509,2215 York Street,80205,Denver,CO,39.749804,-104.960103,1111801
510,1640 East 18th Avenue,80218,Denver,CO,39.744573,-104.967551,1161869
511,2815 West 36th Avenue,80211,Denver,CO,39.766983,-105.022382,451959
512,2840 West 29th Avenue,,,,,,
513,870 Galapago Street,80204,Denver,CO,39.730231,-104.996088,581846
514,1984 East Exposition Avenue,,,,,,
515,1660 Logan Street,80210,Denver,CO,39.686466,-104.982453,515809
516,4480 Hale Parkway,,,,,,
517,4570 West Moncrieff Place,80212,Denver,CO,39.762765,-105.046661,702263
518,1489 Steele Street,80206,Denver,CO,39.739976,-104.949638,
519,4329 East Iowa Avenue,,,,,,
520,4154 Umatilla Street,80211,Denver,CO,39.773896,-105.012047,709260
521,1344 Humboldt Street,80218,Denver,CO,39.737692,-104.969209,563197
522,2601 West 38th Avenue,80211,Denver,CO,39.769542,-105.019158,701117
523,2531 Ogden Street,,,,,,
524,2600 Sheridan Boulevard,,,,,,
525,2333 Emerson Street,80205,Denver,CO,39.751358,-104.976084,470545
526,3276 Tennyson Street,80212,Denver,CO,39.763498,-105.043691,675929
527,7198 East 23rd Avenue,,,,,,
528,622 South Pennsylvania Street,80209,Denver,CO,39.705242,-104.981262,707279
529,2061 Gaylord Street,80205,Denver,CO,39.748029,-104.961347,852108
530,2225 Vine Street,80205,Denver,CO,39.749947,-104.962578,714963
531,1376 Monroe Street,80206,Denver,CO,39.738178,-104.944754,484458
532,4064 East 16th Avenue,,,,,,
533,6 Lincoln Street,80209,Denver,CO,39.711432,-104.986633,285001
534,6170 East 25th Avenue,,,,,,
535,1836 Boulder Street,80211,Denver,CO,39.761574,-105.006912,
536,1400 Utica Street,80204,Denver,CO,39.738658,-105.044848,562082
537,2601 Zuni Street,80219,Denver,CO,39.755666,-105.01604,
538,345 Lincoln Street,80203,Denver,CO,39.721861,-104.986566,529462
539,2631 East 30th Avenue,,,,,,
540,2760 West 40th Avenue,80211,Denver,CO,39.771803,-105.02201,562396
541,2322 West 31st Avenue,80211,Denver,CO,39.760629,-105.015445,312858
542,4020 Jebel Street,,,,,,
543,1328 Franklin Street,80218,Denver,CO,39.737374,-104.968108,
544,367 East Speer Boulevard,80203,Denver,CO,39.72464,-104.983899,
545,1516 Emerson Street,80210,Denver,CO,39.688799,-104.976607,690089
546,2951 Wyandot Street,80211,Denver,CO,39.759438,-105.014731,500584
547,4906 East 26th Avenue,,,,,,
548,1777 Franklin Street,,,,,,
549,2837 Vallejo Street,80211,Denver,CO,39.757917,-105.013508,
550,2462 Glenarm Place,80205,Denver,CO,39.752039,-104.979557,449665
551,713 Leyden Street,,,,,,
552,3700 Sheridan Boulevard,80212,Denver,CO,39.767666,-105.052906,426339
553,2550 West River Drive,,,,,,
554,3415 Lawrence Street,80205,Denver,CO,39.765773,-104.974743,517706
555,4670 Osceola Street,80212,Denver,CO,39.781463,-105.03785,443494
556,5138 West 9th Avenue,80204,Denver,CO,39.731117,-105.052871,
557,2824 Humboldt Street,80205,Denver,CO,39.757571,-104.969299,489893
558,4559 West 32nd Avenue,80212,Denver,CO,39.762342,-105.046477,523116
559,3020 Gilpin Street,,,,,,
560,1157 Lafayette Street,80218,Denver,CO,39.734781,-104.970997,732253
561,2516 South Madison Street,80210,Denver,CO,39.67077,-104.946207,1861485
562,3823 High Street,80205,Denver,CO,39.770474,-104.965064,486919
563,3296 South Oneida Way,,,,,,
564,800 15th Street,,,,,,
565,913 15th Street,,,,,,
566,111 South Monroe Street,80209,Denver,CO,39.713697,-104.945224,
567,742 West 9th Avenue,80204,Denver,CO,39.730392,-104.997381,430416
568,2884 Milwaukee Street,80210,Denver,CO,39.665084,-104.952104,882453
569,2530 South Fillmore Street,80210,Denver,CO,39.670652,-104.953325,1439929
570,2230 West 30th Avenue,80211,Denver,CO,39.759471,-105.014096,413439
571,469 Steele Street,80206,Denver,CO,39.723811,-104.950142,2370886
572,1420 Stout Street,,,,,,
573,4250 Shoshone Street,,,,,,
574,641 Milwaukee Street,80206,Denver,CO,39.726357,-104.952379,1396983
575,1625 Downing Street,80210,Denver,CO,39.686974,-104.973767,510637
576,2815 Downing Street,80205,Denver,CO,39.757405,-104.973599,
577,3319 West 18th Avenue,80204,Denver,CO,39.745346,-105.030294,614911
578,2953 West 38th Avenue,,,,,,
579,2601 Zuni Street,80219,Denver,CO,39.755666,-105.01604,
580,409 Orange Court,80220,Denver,CO,39.724238,-104.907547,661605
581,728 West 9th Avenue,80204,Denver,CO,39.730297,-104.997194,369027
582,2005 Gaylord Street,80205,Denver,CO,39.747152,-104.961311,624967
583,2121 South Colorado Boulevard,,,,,,
584,1225 17th Street,,,,,,
585,2550 South Milwaukee Street,80210,Denver,CO,39.67023,-104.951878,2331546
586,4174 Sheridan Boulevard,80212,Denver,CO,39.774312,-105.052911,339981
587,2713 South Vrain Street,80236,Denver,CO,39.667326,-105.046118,387457
588,2710 Hazel Court,,,,,,
589,3130 Regis Boulevard,,,,,,
590,2831 Ivanhoe Street,,,,,,
591,2808 Lafayette Street,80205,Denver,CO,39.757271,-104.970525,826350
592,2938 Humboldt Street,80205,Denver,CO,39.759023,-104.969294,929209
593,836 South Clarkson Street,80209,Denver,CO,39.701207,-104.977758,589254
594,2943 Vine Street,80205,Denver,CO,39.75909,-104.962551,706552
595,3311 Tejon Street,80211,Denver,CO,39.763487,-105.011527,914769
596,1927 West 33rd Avenue,80211,Denver,CO,39.763479,-105.010282,677773
597,338 South Locust Street,,,,,,
598,1301 West 35th Avenue,,,,,,
599,1370 Sheridan Boulevard,80214,Denver,CO,39.737894,-105.052868,398994
600,562 South High Street,,,,,,
601,813 East 11th Avenue,,,,,,
602,1286 Zenobia Street,80204,Denver,CO,39.736522,-105.051759,1221462
603,4305 Mariposa Street,,,,,,
604,6339 East 36th Avenue,,,,,,
605,1972 South Pennsylvania Street,80210,Denver,CO,39.680762,-104.981349,584386
606,3244 Newport Street,,,,,,
607,1401 East 9th Avenue,80218,Denver,CO,39.730595,-104.970307,
608,1734 East Center Avenue,,,,,,
609,3276 Olive Street,80207,Denver,CO,39.763398,-104.906644,407485
610,4058 Lipan Street,80211,Denver,CO,39.772802,-105.001433,
611,1624 Irving Street,,,,,,
612,2711 Zenobia Street,80212,Denver,CO,39.756277,-105.052389,622085
613,19026 East 50th Avenue,,,,,,
614,4877 West 46th Avenue,,,,,,
615,1541 Marion Street,,,,,,
616,33 East Bayaud Avenue,,,,,,
617,2450 Vine Street,80205,Denver,CO,39.75295,-104.961883,751334
618,3336 West 34th Avenue,80211,Denver,CO,39.764534,-105.030974,680010
619,3690 Wolff Street,80212,Denver,CO,39.767391,-105.048533,718335
620,3568 Columbine Street,80210,Denver,CO,39.669857,-104.956145,1619424
621,2515 South Cherry Street,80222,Denver,CO,39.67037,-104.934685,486828
622,2322 West 31st Avenue,80211,Denver,CO,39.760629,-105.015445,312858
623,3472 West 33rd Avenue,80211,Denver,CO,39.763633,-105.034024,756931
624,611 Corona Street,80218,Denver,CO,39.725944,-104.974389,766214
625,3658 East 36th Avenue,,,,,,
626,3104 Meade Street,80211,Denver,CO,39.761416,-105.035466,508874
627,3141 York Street,80205,Denver,CO,39.761512,-104.960082,670243
628,7332 East Princeton Avenue,80237,Denver,CO,39.639901,-104.902328,286766
629,500 East 19th Avenue,,,,,,
630,282 Inca Street,80223,Denver,CO,39.720807,-104.997235,409898
631,2700 Bellaire Street,80207,Denver,CO,39.754937,-104.936924,941115
632,2626 Gaylord Street,80210,Denver,CO,39.668854,-104.961429,450802
633,3723 Pecos Street,80211,Denver,CO,39.768605,-105.006746,503489
634,555 17th Street,,,,,,
635,2617 Marion Street,80205,Denver,CO,39.754926,-104.972462,414148
636,1700 Julian Street,,,,,,
637,2536 South Milwaukee Street,80210,Denver,CO,39.670506,-104.951879,1236504
638,1266 Rosemary Street,,,,,,
639,2040 Clay Street,,,,,,
640,2928 West 35th Avenue,80211,Denver,CO,39.765371,-105.0243,596382
641,2361 South Fillmore Street,80210,Denver,CO,39.673654,-104.954081,2977240
642,2769 West Denver Place,80211,Denver,CO,39.770488,-105.022317,494409
643,2095 Emerson Street,80210,Denver,CO,39.678701,-104.977142,1021800
644,2120 West Virginia Avenue,80223,Denver,CO,39.707151,-105.012672,313949
645,1868 South Logan Street,80210,Denver,CO,39.682779,-104.982643,845097
646,3358 Clay Street,80211,Denver,CO,39.764317,-105.020292,373272
647,3349 Clay Street,80211,Denver,CO,39.764161,-105.020828,747208
648,3826 Gilpin Street,80205,Denver,CO,39.770559,-104.966797,627854
649,2522 Alton Street,80238,Denver,CO,39.752689,-104.881581,1006767
650,3609 Columbine Street,80123,Littleton,CO,39.620712,-105.035365,414941
651,43 West Irvington Place,80223,Denver,CO,39.717762,-104.988721,596139
652,1007 Marion Street,80218,Denver,CO,39.732271,-104.972105,977487
653,3212 High Street,,,,,,
654,5553 Yost Court,80239,Denver,CO,39.795861,-104.82817,299735
655,4717 East Kentucky Avenue,,,,,,
656,2652 Front View Crescent Drive,80211,Denver,CO,39.749521,-105.019806,490579
657,1160 Lincoln Street,80210,Denver,CO,39.695485,-104.985979,1042040
658,923 26th Street,80205,Denver,CO,39.7565,-104.982258,347397
659,1037 26th Street,80205,Denver,CO,39.757256,-104.983285,314465
660,5015 Perry Street,80212,Denver,CO,39.787726,-105.039571,
661,45 South Yates Street,80219,Denver,CO,39.715873,-105.050943,344757
662,2534 West Argyle Place,80211,Denver,CO,39.761239,-105.019014,341184
663,1177 South Dale Court,80219,Denver,CO,39.695011,-105.022172,429059
664,5244 East Mississippi Avenue,,,,,,
665,1209 Lipan Street,80204,Denver,CO,39.735561,-105.001899,395001
666,2525 Clay Street,80211,Denver,CO,39.754105,-105.020756,326011
667,5035 West Colfax Avenue,80204,Denver,CO,39.74062,-105.040151,
668,1152 Emerson Street,80210,Denver,CO,39.695616,-104.976599,501761
669,2417 West 29th Avenue,,,,,,
670,6938 East Mansfield Avenue,,,,,,
671,2200 East 22nd Avenue,80205,Denver,CO,39.749263,-104.962946,522467
672,84 Inca Street,80223,Denver,CO,39.718128,-104.997288,565155
673,1736 Race Street,80206,Denver,CO,39.743964,-104.963124,
674,1973 South Grant Street,80210,Denver,CO,39.680754,-104.984348,688176
675,5105 Lisbon Way,,,,,,
676,6158 East 33rd Avenue,,,,,,
677,1751 Williams Street,,,,,,
678,1421 Steele Street,80210,Denver,CO,39.690851,-104.950358,
679,3202 Vallejo Street,80211,Denver,CO,39.762172,-105.012598,985007
680,617 West 1st Avenue,80223,Denver,CO,39.718574,-104.995637,479544
681,450 13th Street,,,,,,
682,2533 Humboldt Street,80205,Denver,CO,39.753873,-104.969973,383249
683,4633 East Colfax Avenue,80220,Denver,CO,39.740312,-104.933018,
684,3117 Tejon Street,80211,Denver,CO,39.761205,-105.011352,404573
685,3428 Osage Street,80211,Denver,CO,39.765028,-105.004949,1083059
686,2289 Uinta Street,80238,Denver,CO,39.750522,-104.893069,715011
687,3353 East Iowa Avenue,,,,,,
688,3350 Kalamath Street,,,,,,
689,920 King Street,80204,Denver,CO,39.73156,-105.032978,355303
690,3101 Steele Street,80205,Denver,CO,39.760899,-104.950287,634418
691,18 Fox Street,80223,Denver,CO,39.716957,-104.99482,588438
692,4452 Newton Street,80211,Denver,CO,39.777637,-105.036629,512151
693,2540 South Birch Street,80222,Denver,CO,39.669652,-104.936523,456727
694,2409 South Lincoln Street,80210,Denver,CO,39.672803,-104.986679,601849
695,679 Elati Street,80204,Denver,CO,39.727141,-104.994268,442749
696,1139 Jersey Street,,,,,,
697,2877 Lawrence Street,,,,,,
698,1050 West Colfax Avenue,80204,Denver,CO,39.739673,-105.001079,
699,2838 Locust Street,,,,,,
700,2601 South High Street,80210,Denver,CO,39.669287,-104.965597,476264
701,1600 East 17th Avenue,80218,Denver,CO,39.74297,-104.968089,
702,1727 East 38th Avenue,80205,Denver,CO,39.770228,-104.966425,601400
703,4161 King Street,80211,Denver,CO,39.77425,-105.033714,685600
704,205 Logan Street,80203,Denver,CO,39.719507,-104.982901,642922
705,1456 Lowell Boulevard,,,,,,
706,2586 Albion Street,,,,,,
707,916 Xavier Street,80204,Denver,CO,39.731533,-105.049533,346983
708,2801 Downing Street,80205,Denver,CO,39.757243,-104.973692,
709,5565 Yuba Way,80239,Denver,CO,39.797355,-104.828315,337251
710,1300 East 21st Avenue,80205,Denver,CO,39.747881,-104.972059,4358892
711,3427 Clay Street,80211,Denver,CO,39.76499,-105.020836,459793
712,637 South Washington Street,80209,Denver,CO,39.704977,-104.979569,542439
713,1837 West 39th Avenue,80211,Denver,CO,39.770747,-105.008989,728943
714,1601 East 17th Avenue,80206,Denver,CO,39.743197,-104.952985,864950
715,1849 Grove Street,80204,Denver,CO,39.746106,-105.027169,1255072
716,1070 Marion Street,80218,Denver,CO,39.733239,-104.971544,
717,1145 Hudson Street,80220,Denver,CO,39.733726,-104.923759,563501
718,156 East Mississippi Avenue,,,,,,
719,2945 Downing Street,,,,,,
720,2135 Grove Street,80211,Denver,CO,39.749593,-105.027186,555870
721,4880 Leaf Court,80216,Denver,CO,39.785337,-104.986624,229021
722,1350 Logan Street,80210,Denver,CO,39.691951,-104.98243,533549
723,3101 Williams Street,80205,Denver,CO,39.760914,-104.966307,
724,3227 Newport Street,,,,,,
725,2716 Albion Street,,,,,,
726,4017 King Street,80211,Denver,CO,39.772267,-105.033383,582281
727,21 South Broadway,80209,Denver,CO,39.715897,-104.988427,
728,909 East 24th Avenue,,,,,,
729,1696 Oneida Street,80224,Denver,CO,39.685513,-104.908022,500070
730,4021 Navajo Street,80211,Denver,CO,39.772243,-105.004557,527407
731,617 East 6th Avenue,80203,Denver,CO,39.725815,-104.979453,441745
732,2633 West Argyle Place,80211,Denver,CO,39.761546,-105.01979,582690
733,1801 East 26th Avenue,80205,Denver,CO,39.754661,-104.965566,1449993
734,705 West 8th Avenue,80204,Denver,CO,39.729151,-104.996561,
735,3541 Lafayette Street,80205,Denver,CO,39.766558,-104.971229,749505
736,3629 Jason Street,80211,Denver,CO,39.767453,-104.999714,385457
737,1692 Monroe Street,,,,,,
738,1348 18th Street,,,,,,
739,4879 Newton Street,80221,Denver,CO,39.785269,-105.03726,496191
740,2929 Albion Street,,,,,,
741,2719 Ivy Street,,,,,,
742,1650 Washington Street,80210,Denver,CO,39.686559,-104.978974,779725
743,1951 South Milwaukee Street,80210,Denver,CO,39.680725,-104.952618,751820
744,2737 West 24th Avenue,80211,Denver,CO,39.752547,-105.021395,643241
745,3233 Newport Street,,,,,,
746,656 East Iowa Avenue,80210,Denver,CO,39.687341,-104.979688,743857
747,5296 East 38th Avenue,,,,,,
748,2136 Perry Street,80212,Denver,CO,39.749489,-105.038972,549146
749,329 Acoma Street,80223,Denver,CO,39.721558,-104.989626,956859
750,2001 East 24th Avenue,80205,Denver,CO,39.752126,-104.963085,1000826
751,980 Marion Street,80218,Denver,CO,39.731838,-104.971477,1193512
752,1122 West 10th Avenue,80204,Denver,CO,39.73188,-105.002345,553029
753,8100 Martin Luther King Jr Boulevard,,,,,,
754,454 Pennsylvania Street,80203,Denver,CO,39.723576,-104.980803,754754
755,754 East 7th Avenue,80203,Denver,CO,39.727083,-104.978017,1045005
756,1228 Lipan Street,80204,Denver,CO,39.735844,-105.001206,634228
757,2728 West 24th Avenue,80211,Denver,CO,39.752128,-105.021178,316525
758,3186 Vallejo Street,80211,Denver,CO,39.761579,-105.012584,674375
759,1541 Steele Street,80206,Denver,CO,39.740998,-104.950434,698633
760,191 South Logan Street,80209,Denver,CO,39.713092,-104.983051,506018
761,5809 East 33rd Avenue,,,,,,
762,811 East 17th Avenue,80203,Denver,CO,39.743007,-104.983102,
763,3376 West 37th Avenue,80211,Denver,CO,39.767144,-105.031702,543338
764,4042 Umatilla Street,80211,Denver,CO,39.772659,-105.012061,1008388
765,1580 Pennsylvania Street,80210,Denver,CO,39.687732,-104.981256,1220606
766,1570 South Umatilla Street,80223,Denver,CO,39.687748,-105.012478,306190
767,1583 Ogden Street,80210,Denver,CO,39.688042,-104.976078,586597
768,1140 Columbine Street,80206,Denver,CO,39.734561,-104.957127,264721
769,4159 Dunkirk Way,,,,,,
770,2840 Curtis Street,80205,Denver,CO,39.758836,-104.979257,859090
771,7154 East 12th Avenue,,,,,,
772,4870 Quivas Street,80221,Denver,CO,39.785031,-105.007954,324507
773,1836 Grove Street,80204,Denver,CO,39.745925,-105.026345,
774,7582 East 17th Avenue,,,,,,
775,1475 East 33rd Avenue,,,,,,
776,4960 Bryant Street,80221,Denver,CO,39.786742,-105.018969,426319
777,4277 West 43rd Avenue,,,,,,
778,4548 Clay Street,80211,Denver,CO,39.778748,-105.020184,478950
779,1200 South Grant Street,80210,Denver,CO,39.694639,-104.983629,509022
780,340 West Archer Place,80223,Denver,CO,39.715434,-104.993127,436528
781,3417 Lafayette Street,80205,Denver,CO,39.764851,-104.971224,327810
782,1719 Julian Street,,,,,,
783,4001 Wyandot Street,80211,Denver,CO,39.771893,-105.014998,643874
784,2712 East 30th Avenue,,,,,,
785,2323 Curtis Street,,,,,,
786,2201 Clay Street,,,,,,
787,1095 East Speer Boulevard North,,,,,,
788,2621 South Williams Street,80210,Denver,CO,39.669019,-104.966771,600655
789,380 South Pennsylvania Street,80209,Denver,CO,39.709681,-104.981214,659431
790,994 South Emerson Street,80209,Denver,CO,39.698554,-104.976588,856680
791,288 Monaco Parkway,,,,,,
792,3327 Gaylord Street,80205,Denver,CO,39.763814,-104.961326,708712
793,3701 Zenobia Street,80212,Denver,CO,39.76765,-105.052396,724056
794,1940 West 39th Avenue,80211,Denver,CO,39.770253,-105.010643,562640
795,3324 West 17th Avenue,80204,Denver,CO,39.74365,-105.030802,
796,1398 Irving Street,,,,,,
797,1409 Hudson Street,,,,,,
798,2821 West 34th Avenue,80211,Denver,CO,39.764659,-105.022654,654220
799,1860 Race Street,80206,Denver,CO,39.745873,-104.963123,1028472
800,9288 East Mansfield Avenue,80237,Denver,CO,39.645748,-104.880712,310117
801,509 Quitman Street,,,,,,
802,1377 South Shoshone Street,80223,Denver,CO,39.691527,-105.011036,368303
803,3939 West 25th Avenue,80212,Denver,CO,39.754159,-105.039107,695270
804,2048 Ogden Street,80205,Denver,CO,39.748508,-104.974248,653776
805,1442 Humboldt Street,80218,Denver,CO,39.73922,-104.969215,
806,1155 30th Street,,,,,,
807,2590 South Downing Street,80210,Denver,CO,39.669675,-104.973148,
808,425 Galapago Street,80204,Denver,CO,39.723135,-104.996692,627498
809,2131 Gaylord Street,,,,,,
810,2640 South Marion Street,80210,Denver,CO,39.668665,-104.971983,345001
811,2108 South Washington Street,,,,,,
812,2332 Clarkson Street,80205,Denver,CO,39.751359,-104.976611,545816
813,2 South Pearl Street,80209,Denver,CO,39.716359,-104.980088,610579
814,2929 South Elm Street,80222,Denver,CO,39.664791,-104.930043,372075
815,223 Bannock Street,80223,Denver,CO,39.71985,-104.9912,604297
816,52 Lincoln Street,80203,Denver,CO,39.717506,-104.985874,792996
817,3032 Gaylord Street,80205,Denver,CO,39.760154,-104.960631,512985
818,1982 South Franklin Street,80210,Denver,CO,39.680575,-104.968408,1401307
819,1532 East 31st Avenue,80205,Denver,CO,39.760524,-104.968749,1113750
820,2847 Olive Street,,,,,,
821,120 South Grant Street,80209,Denver,CO,39.714275,-104.983538,529184
822,3414 West 3rd Avenue,80219,Denver,CO,39.721095,-105.031717,362799
823,931 Santa Fe Drive,,,,,,
824,3914 Wyandot Street,80211,Denver,CO,39.770874,-105.014374,551158
825,21498 East 53rd Avenue,,,,,,
826,435 Fillmore Street,80206,Denver,CO,39.723293,-104.953766,1189567
827,2053 Ogden Street,80205,Denver,CO,39.748473,-104.974893,607472
828,2228 Blake Street,,,,,,
829,2201 Lawrence Street,,,,,,
830,2239 Larimer Street,,,,,,
831,2245 Market Street,80205,Denver,CO,39.756319,-104.990439,
832,2227 Larimer Street,,,,,,
833,278 West Warren Avenue,,,,,,
834,217 South Pennsylvania Street,80209,Denver,CO,39.71254,-104.981857,599088
835,1011 Humboldt Street,80218,Denver,CO,39.732277,-104.969796,3138332
836,3830 Zenobia Street,80212,Denver,CO,39.769905,-105.051756,625808
837,219 Galapago Street,80223,Denver,CO,39.71976,-104.996683,453275
838,2510 South Gilpin Street,80210,Denver,CO,39.670969,-104.967285,609491
839,171 South Lincoln Street,,,,,,
840,31 Fox Street,80223,Denver,CO,39.717191,-104.995508,545060
841,1732 South Trenton Street,80231,Denver,CO,39.685029,-104.896444,271040
842,3757 Race Street,80205,Denver,CO,39.769182,-104.963769,523117
843,1260 22nd Street,,,,,,
844,2245 Market Street,80205,Denver,CO,39.756319,-104.990439,
845,2240 Blake Street,,,,,,
846,2162 Market Street,,,,,,
847,1356 Park Avenue West,,,,,,
848,2137 Larimer Street,,,,,,
849,2215 Market Street,,,,,,
850,2229 Larimer Street,,,,,,
851,2245 Market Street,80205,Denver,CO,39.756319,-104.990439,
852,2201 Lawrence Street,,,,,,
853,2140 Market Street,,,,,,
854,1344 Adams Street,,,,,,
855,5014 East 13th Avenue,,,,,,
856,2698 Marion Street,80205,Denver,CO,39.75561,-104.971758,753961
857,4521 Grant Street,80216,Denver,CO,39.77874,-104.983868,364543
858,5330 West 51st Avenue,80212,Denver,CO,39.788577,-105.054994,452326
859,2600 Sheridan Boulevard,,,,,,
860,2200 Larimer Street,80205,Denver,CO,39.754772,-104.989695,
861,2345 Walnut Street,80205,Denver,CO,39.757181,-104.989344,651483
862,5044 Akron Street,80238,Denver,CO,39.789188,-104.883371,608355
863,3225 South Leyden Street,80222,Denver,CO,39.658439,-104.916905,477973
864,3525 West 24th Avenue,80211,Denver,CO,39.752589,-105.033805,1076103
865,1842 Hooker Street,80204,Denver,CO,39.746139,-105.028084,466875
866,4560 Sheridan Boulevard,80212,Denver,CO,39.77957,-105.052913,399462
867,2151 Larimer Street,,,,,,
868,5026 Decatur Street,80221,Denver,CO,39.787991,-105.021291,349499
869,1275 Franklin Street,80218,Denver,CO,39.736573,-104.96871,1475702
870,2807 South Locust Street,80222,Denver,CO,39.66447,-104.91496,338133
871,770 East 17th Avenue,80203,Denver,CO,39.742983,-104.977908,
872,4029 Wyandot Street,80211,Denver,CO,39.772366,-105.015019,342904
873,745 East 18th Avenue,,,,,,
874,1000 East 16th Avenue,80218,Denver,CO,39.741451,-104.974407,
875,2830 Eliot Street,80211,Denver,CO,39.757939,-105.023304,581062
876,3262 Locust Street,,,,,,
877,7254 East 22nd Avenue,,,,,,
878,4198 East 14th Avenue,,,,,,
879,717 East 23rd Avenue,80205,Denver,CO,39.750929,-104.977667,586344
880,2633 South Race Street,80210,Denver,CO,39.668874,-104.964425,438879
881,5035 Stuart Street,80212,Denver,CO,39.788007,-105.043053,574613
882,675 South Clay Street,80219,Denver,CO,39.704391,-105.020673,408540
883,9273 East Oxford Drive,80237,Denver,CO,39.642258,-104.881091,282227
884,3173 East 35th Avenue,,,,,,
885,1423 East 30th Avenue,,,,,,
886,796 South Washington Street,80209,Denver,CO,39.702174,-104.978926,623010
887,840 Lincoln Street,,,,,,
888,995 Irving Street,80204,Denver,CO,39.732785,-105.030151,401333
889,3145 Marion Street,80205,Denver,CO,39.761609,-104.972455,449745
890,390 East Florida Avenue,,,,,,
891,810 South Cherry Street,,,,,,
892,3104 Meade Street,80211,Denver,CO,39.761416,-105.035466,508874
893,2305 Tremont Place,80205,Denver,CO,39.750133,-104.981025,
894,3123 Marion Street,80205,Denver,CO,39.761231,-104.972453,409810
895,1940 West 33rd Avenue,80211,Denver,CO,39.763025,-105.010755,1618099
896,3838 Vallejo Street,80211,Denver,CO,39.769973,-105.013215,730945
897,1673 Jackson Street,80206,Denver,CO,39.74332,-104.943346,707398
898,2540 West 42nd Avenue,80211,Denver,CO,39.774029,-105.018084,377950
899,4463 Pennsylvania Street,80216,Denver,CO,39.777689,-104.981605,243167
900,3405 Walnut Street,80205,Denver,CO,39.767103,-104.976494,999000
901,841 Elati Street,80204,Denver,CO,39.729754,-104.994368,504946
902,3428 Bryant Street,80211,Denver,CO,39.764979,-105.018626,681240
903,900 East 12th Avenue,,,,,,
904,49 South Clarkson Street,80209,Denver,CO,39.715524,-104.978317,669491
905,3161 West Clyde Place,80211,Denver,CO,39.768573,-105.029047,619689
906,1420 Stout Street,,,,,,
907,3323 Lafayette Street,,,,,,
908,2466 South High Street,80210,Denver,CO,39.671811,-104.964933,516272
909,1517 East 36th Avenue,80205,Denver,CO,39.767175,-104.969105,502527
910,1409 West 34th Avenue,80211,Denver,CO,39.764628,-105.00331,451836
911,845 East Ohio Avenue,80209,Denver,CO,39.70221,-104.977238,
912,1674 South Pennsylvania Street,80210,Denver,CO,39.686215,-104.981287,570014
913,729 East 10th Avenue,80203,Denver,CO,39.732219,-104.97805,627501
914,2880 Osceola Street,,,,,,
915,3135 Lafayette Street,80205,Denver,CO,39.761476,-104.971217,794846
916,1648 Little Raven Street,80202,Denver,CO,39.755745,-105.003788,1643666
917,4495 West Lakeridge Road,80219,Denver,CO,39.669672,-105.046321,796379
918,2238 Clarkson Street,80205,Denver,CO,39.750231,-104.976616,416099
919,2960 Arapahoe Street,80205,Denver,CO,39.7607,-104.978775,566936
920,5222 East Iowa Avenue,,,,,,
921,1617 Wolff Street,80204,Denver,CO,39.742567,-105.048994,541256
922,3849 Jackson Street,80205,Denver,CO,39.7699,-104.942529,404700
923,4700 West 13th Avenue,80204,Denver,CO,39.736478,-105.047996,
924,2978 Galena Street,,,,,,
925,2200 Larimer Street,80205,Denver,CO,39.754772,-104.989695,
926,1441 East Wesley Avenue,80210,Denver,CO,39.673262,-104.970258,515150
927,1219 South Corona Street,80210,Denver,CO,39.694317,-104.974906,742784
928,1240 Santa Fe Drive,80223,Denver,CO,39.693877,-104.992159,
929,1847 West 35th Avenue,80211,Denver,CO,39.765827,-105.00912,765738
930,1730 Julian Street,80204,Denver,CO,39.744685,-105.031135,513656
931,1410 Gilpin Street,80218,Denver,CO,39.73871,-104.966873,
932,3814 South Hillcrest Drive,,,,,,
933,3037 Williams Street,,,,,,
934,3822 South Hillcrest Drive,,,,,,
935,313 West Bayaud Avenue,,,,,,
936,1426 Champa Street,,,,,,
937,3355 West 18th Avenue,80204,Denver,CO,39.745347,-105.030859,570638
938,4400 South Quebec Street,80237,Denver,CO,39.637102,-104.903251,
939,5121 Quitman Street,80212,Denver,CO,39.790044,-105.040767,614288
940,3276 Olive Street,80207,Denver,CO,39.763398,-104.906644,407485
941,1340 Vrain Street,80204,Denver,CO,39.737295,-105.046026,550389
942,2649 South Race Street,80210,Denver,CO,39.668464,-104.964428,570569
943,5115 Sheridan Boulevard,80212,Denver,CO,39.789071,-105.053477,404071
944,1577 Saint Paul Street,80206,Denver,CO,39.741655,-104.951607,749783
945,4261 Hooker Street,80211,Denver,CO,39.775918,-105.029083,668945
946,3527 Gaylord Street,80205,Denver,CO,39.766298,-104.961322,573050
947,4732 West 33rd Avenue,80212,Denver,CO,39.763661,-105.048554,353874
948,1264 Washington Street,80203,Denver,CO,39.73634,-104.978398,713218
949,825 West 11th Avenue,80204,Denver,CO,39.733808,-104.998331,
950,401 Clarkson Street,80218,Denver,CO,39.722639,-104.97784,558656
951,1617 East Alameda Avenue,80209,Denver,CO,39.71127,-104.968363,2816014
952,3984 South Rosemary Way,,,,,,
953,8442 East 49th Place,80238,Denver,CO,39.786704,-104.889982,559389
