,Unnamed: 0,address,zipcode,city,state,latitude,longitude,amount
1973,1973,2205 Marion Street,80205.0,Denver,CO,39.749685,-104.97246100000001,435502.0
1975,1975,1020 Hooker Street,80204.0,Denver,CO,39.733365,-105.02834299999999,312547.0
1976,1976,33 West Cedar Avenue,80223.0,Denver,CO,39.713248,-104.98848400000001,566699.0
1977,1977,4480 Elm Court,80211.0,Denver,CO,39.778009999999995,-105.022501,534382.0
1978,1978,5572 Genoa Street,80249.0,Denver,CO,39.797699,-104.757013,345560.0
1980,1980,3099 Bellaire Street,80207.0,Denver,CO,39.761683000000005,-104.93749299999999,481116.0
1982,1982,2102 Eliot Street,80211.0,Denver,CO,39.748814,-105.023421,684362.0
1983,1983,4750 West Lakeridge Road,80219.0,Denver,CO,39.670190000000005,-105.04952800000001,645191.0
1985,1985,640 South Raritan Street,80223.0,Denver,CO,39.704603999999996,-105.00828700000001,388478.0
1987,1987,2703 South Tennyson Way,80236.0,Denver,CO,39.667538,-105.04413400000001,389450.0
1988,1988,417 Corona Street,80218.0,Denver,CO,39.722865000000006,-104.974375,674208.0
1989,1989,4228 Vallejo Street,80211.0,Denver,CO,39.774676,-105.013209,465359.0
1990,1990,4855 Decatur Street,80221.0,Denver,CO,39.784801,-105.021951,395316.0
1991,1991,3801 West 23rd Avenue,80211.0,Denver,CO,39.751439000000005,-105.03714,675659.0
1992,1992,1341 South Bryant Street,80219.0,Denver,CO,39.692308000000004,-105.018786,361564.0
1993,1993,3251 Clayton Street,80205.0,Denver,CO,39.762997999999996,-104.955229,298854.0
1994,1994,1922 Irving Street,80204.0,Denver,CO,39.746898,-105.02956999999999,624347.0
1995,1995,2254 South Dexter Street,80222.0,Denver,CO,39.67542,-104.93271299999999,500524.0
1998,1998,2709 South Garfield Street,80210.0,Denver,CO,39.667215,-104.94411399999998,413679.0
2000,2000,554 University Boulevard,80206.0,Denver,CO,39.725119,-104.959097,737676.0
2001,2001,2013 South Wolcott Court,80219.0,Denver,CO,39.680568,-105.04929399999999,393641.0
2002,2002,1919 East 25th Avenue,80205.0,Denver,CO,39.753372,-104.964215,385049.0
2003,2003,12832 Elmendorf Place,80239.0,Denver,CO,39.791707,-104.840523,338672.0
2005,2005,2296 South Lowell Boulevard,80219.0,Denver,CO,39.675129,-105.034554,373172.0
2006,2006,2627 East 7th Avenue,80206.0,Denver,CO,39.727598,-104.955859,3110373.0
2007,2007,4415 Hooker Street,80211.0,Denver,CO,39.777213,-105.028783,720999.0
2008,2008,2531 Clarkson Street,80205.0,Denver,CO,39.75383,-104.977277,527530.0
2009,2009,213 Bannock Street,80223.0,Denver,CO,39.719694,-104.9912,776572.0
2016,2016,3940 West 24th Avenue,80212.0,Denver,CO,39.751909999999995,-105.03925100000001,408976.0
2019,2019,820 Harrison Street,80206.0,Denver,CO,39.729535,-104.941533,878223.0
2021,2021,2740 Hazel Court,80211.0,Denver,CO,39.756679999999996,-105.027289,1352752.0
2025,2025,1167 South Taos Way,80223.0,Denver,CO,39.695267,-105.01181799999999,313949.0
2026,2026,722 East 7th Avenue,80203.0,Denver,CO,39.727051,-104.978399,2126953.0
2027,2027,1423 Elizabeth Street,80206.0,Denver,CO,39.738890999999995,-104.95658200000001,724768.0
2028,2028,2009 Gaylord Street,80205.0,Denver,CO,39.747328,-104.96131899999999,734834.0
2031,2031,1648 Little Raven Street,80202.0,Denver,CO,39.755745000000005,-105.00378799999999,1643666.0
2032,2032,277 Broadway,80203.0,Denver,CO,39.72051,-104.988,316525.0
2033,2033,2488 Decatur Street,80211.0,Denver,CO,39.753457,-105.02186999999999,679715.0
2034,2034,4091 West Conejos Place,80204.0,Denver,CO,39.741644,-105.04029299999999,768959.0
2035,2035,1555 Winona Court,80204.0,Denver,CO,39.741321,-105.047795,572464.0
2037,2037,888 Logan Street,80203.0,Denver,CO,39.729944,-104.982125,301256.0
2039,2039,3161 Wyandot Street,80211.0,Denver,CO,39.76189,-105.01481399999999,384224.0
2042,2042,4348 Orleans Court,80249.0,Denver,CO,39.776234,-104.737383,285149.0
2044,2044,643 Elizabeth Street,80206.0,Denver,CO,39.726380999999996,-104.95701899999999,722636.0
2045,2045,1636 Gilpin Street,80218.0,Denver,CO,39.742360999999995,-104.96686299999999,668811.0
2047,2047,534 West 4th Avenue,80223.0,Denver,CO,39.722256,-104.99503600000001,469019.0
2050,2050,4370 Winona Court,80212.0,Denver,CO,39.776125,-105.04711,701645.0
2051,2051,3712 Yates Street,80212.0,Denver,CO,39.767703000000004,-105.05056299999998,847853.0
2052,2052,3302 Lafayette Street,80205.0,Denver,CO,39.763401,-104.970547,839717.0
2054,2054,3438 Vine Street,80205.0,Denver,CO,39.765259,-104.96186200000001,478845.0
2055,2055,2940 West 25th Avenue,80211.0,Denver,CO,39.753408,-105.024549,399992.0
2057,2057,3857 Vallejo Street,80211.0,Denver,CO,39.770340000000004,-105.013826,551397.0
2058,2058,3939 Jason Street,80211.0,Denver,CO,39.771273,-104.99973899999999,621087.0
2059,2059,2530 Marion Street,80210.0,Denver,CO,39.670739000000005,-104.971976,526635.0
2061,2061,3961 Zenobia Street,80212.0,Denver,CO,39.772242,-105.052374,748752.0
2062,2062,1343 Detroit Street,80206.0,Denver,CO,39.737586,-104.95426200000001,911645.0
2063,2063,1234 Columbine Street,80206.0,Denver,CO,39.735721999999996,-104.95711100000001,810125.0
2064,2064,5260 Troy Street,80239.0,Denver,CO,39.790627,-104.84135,352286.0
2070,2070,4202 Lipan Street,80211.0,Denver,CO,39.774384000000005,-105.00140900000001,448661.0
2072,2072,138 Federal Boulevard,80260.0,Federal Heights,CO,39.874572,-105.01902700000001,43902.0
2074,2074,3116 Newton Street,80211.0,Denver,CO,39.761579,-105.036653,1176900.0
2077,2077,1235 South Corona Street,80210.0,Denver,CO,39.694039000000004,-104.974907,578540.0
2079,2079,1316 Yates Street,80204.0,Denver,CO,39.737138,-105.050627,415153.0
2082,2082,3242 West 28th Avenue,80211.0,Denver,CO,39.757095,-105.02973300000001,398752.0
2083,2083,685 South Bryant Street,80219.0,Denver,CO,39.704228,-105.01836599999999,452032.0
2084,2084,2246 Washington Street,80205.0,Denver,CO,39.750372,-104.97781,439113.0
2085,2085,2215 Court Place,80241.0,Thornton,CO,39.927479,-104.960351,376966.0
2087,2087,648 Columbine Street,80206.0,Denver,CO,39.726543,-104.957528,1320457.0
2089,2089,2942 West 3rd Avenue,80219.0,Denver,CO,39.720888,-105.02431200000001,347278.0
2090,2090,3939 West 25th Avenue,80212.0,Denver,CO,39.754159,-105.039107,695270.0
2091,2091,3115 Vine Street,80205.0,Denver,CO,39.761014,-104.96255,503085.0
2092,2092,4424 Vallejo Street,80211.0,Denver,CO,39.777053,-105.01315600000001,509037.0
2094,2094,4141 West 30th Avenue,80212.0,Denver,CO,39.760546000000005,-105.041407,1407023.0
2095,2095,1 Polo Club Lane,80209.0,Denver,CO,39.707073,-104.955692,4097566.0
2096,2096,1925 Hooker Street,80204.0,Denver,CO,39.747143,-105.02871,596631.0
2097,2097,5017 West 41st Avenue,80212.0,Denver,CO,39.773083,-105.051354,301209.0
2102,2102,2353 Washington Street,80205.0,Denver,CO,39.751436,-104.978274,647818.0
2103,2103,3459 Shoshone Street,80211.0,Denver,CO,39.7655,-105.009928,662407.0
2105,2105,2515 Lawrence Street,80205.0,Denver,CO,39.757402,-104.985579,1188361.0
2108,2108,2111 East Dartmouth Avenue,80210.0,Denver,CO,39.660604,-104.963682,866958.0
2110,2110,1440 Gaylord Street,80206.0,Denver,CO,39.739214000000004,-104.960655,858491.0
2111,2111,188 Xavier Street,80219.0,Denver,CO,39.720081,-105.048851,398318.0
2112,2112,1071 Washington Street,80203.0,Denver,CO,39.733319,-104.97916200000002,309496.0
2115,2115,3211 Clayton Street,80205.0,Denver,CO,39.76226,-104.955215,460580.0
2116,2116,4967 Quitman Street,80212.0,Denver,CO,39.786452000000004,-105.040726,390575.0
2117,2117,4158 Wyandot Street,80211.0,Denver,CO,39.773965999999994,-105.01438,500846.0
2118,2118,146 West Irvington Place,80223.0,Denver,CO,39.717211,-104.990417,809694.0
2120,2120,909 East 25th Avenue,80205.0,Denver,CO,39.753444,-104.97551599999998,596782.0
2121,2121,1350 Franklin Street,80218.0,Denver,CO,39.737762,-104.968107,1314703.0
2122,2122,720 Elizabeth Street,80206.0,Denver,CO,39.727758,-104.95638999999998,533837.0
2123,2123,1588 Detroit Street,80206.0,Denver,CO,39.741845,-104.954435,831395.0
2124,2124,4710 East Jewell Avenue,80222.0,Denver,CO,39.681855999999996,-104.93355700000001,406905.0
2127,2127,3021 South Grape Way,80222.0,Denver,CO,39.664063,-104.92483899999999,451779.0
2128,2128,2835 Stout Street,80205.0,Denver,CO,39.757753,-104.978149,442750.0
2131,2131,1750 Wewatta Street,80202.0,Denver,CO,39.754336,-105.000525,417280.0
2132,2132,539 Bannock Street,80204.0,Denver,CO,39.724888,-104.99120800000001,598162.0
2133,2133,2380 South Quitman Street,80219.0,Denver,CO,39.673957,-105.04033600000001,408159.0
2134,2134,3331 Tejon Street,80211.0,Denver,CO,39.763874,-105.01152900000001,557294.0
2136,2136,556 South Sherman Street,80209.0,Denver,CO,39.706454,-104.984824,878280.0
2139,2139,1694 Xanthia Street,80220.0,Denver,CO,39.743655,-104.88666699999999,420221.0
2141,2141,2841 Stout Street,80205.0,Denver,CO,39.75785,-104.978024,436113.0
2142,2142,45 Ogden Street,80218.0,Denver,CO,39.717442999999996,-104.97625500000001,477703.0
2144,2144,849 South Osage Street,80223.0,Denver,CO,39.700456,-105.003809,350669.0
2147,2147,4829 North Halifax Court,80249.0,Denver,CO,39.78482,-104.756918,364675.0
2148,2148,1721 Boulder Street,80211.0,Denver,CO,39.760686,-105.00906200000001,1198486.0
2150,2150,526 Delaware Street,80204.0,Denver,CO,39.724676,-104.992461,438004.0
2151,2151,2725 South Harrison Street,80210.0,Denver,CO,39.666859,-104.94207,447799.0
2152,2152,2724 South Garfield Street,80210.0,Denver,CO,39.666891,-104.943495,458376.0
2155,2155,1800 South Clarkson Street,80210.0,Denver,CO,39.683784,-104.97786799999999,444489.0
2157,2157,950 Quitman Street,80204.0,Denver,CO,39.732413,-105.04023600000001,386585.0
2161,2161,2211 South Gilpin Street,80210.0,Denver,CO,39.676347,-104.96790700000001,824533.0
2163,2163,752 South Wolcott Court,80219.0,Denver,CO,39.703140999999995,-105.04915,320107.0
2165,2165,5011 Quitman Street,80212.0,Denver,CO,39.787709,-105.040729,968099.0
2166,2166,3722 Tejon Street,80211.0,Denver,CO,39.768487,-105.010861,515844.0
2169,2169,3809 Winona Court,80212.0,Denver,CO,39.769756,-105.04771699999999,1207291.0
2170,2170,4051 West Conejos Place,80204.0,Denver,CO,39.742044,-105.04002,880374.0
2172,2172,2627 East 7th Avenue,80206.0,Denver,CO,39.727598,-104.955859,3110373.0
2175,2175,3501 Josephine Street,80205.0,Denver,CO,39.7659,-104.958917,562665.0
2176,2176,648 Columbine Street,80206.0,Denver,CO,39.726543,-104.957528,1320457.0
2177,2177,5709 Ceylon Street,80249.0,Denver,CO,39.802074,-104.76504200000001,293414.0
2178,2178,1431 Lafayette Street,80218.0,Denver,CO,39.739000000000004,-104.971014,687221.0
2179,2179,950 Tennyson Street,80204.0,Denver,CO,39.732432,-105.04348799999998,392505.0
2182,2182,3361 Mariposa Street,80211.0,Denver,CO,39.764312,-105.0033,831552.0
2183,2183,2435 West 33rd Avenue,80211.0,Denver,CO,39.763467999999996,-105.016723,1189935.0
2185,2185,530 West 1st Avenue,80223.0,Denver,CO,39.718107,-104.994802,631484.0
2187,2187,3645 West Alice Place,80211.0,Denver,CO,39.781378000000004,-105.035576,537158.0
2188,2188,2139 18th Street,80202.0,Denver,CO,39.757895,-105.0035,1889961.0
2189,2189,931 South Pennsylvania Street,80209.0,Denver,CO,39.699619,-104.98188200000001,770266.0
2190,2190,543 South Pennsylvania Street,80209.0,Denver,CO,39.706685,-104.98193,654012.0
2191,2191,1200 Colorado Boulevard,80206.0,Denver,CO,39.734966,-104.94024399999999,295738.0
2192,2192,2649 West 24th Avenue,80211.0,Denver,CO,39.752611,-105.02033899999999,547322.0
2193,2193,840 South Raritan Street,80223.0,Denver,CO,39.700695,-105.008459,384834.0
2194,2194,4321 Osage Street,80211.0,Denver,CO,39.7759,-105.00563700000001,519154.0
2196,2196,2816 West 25th Avenue,80211.0,Denver,CO,39.753273,-105.02266499999999,751436.0
2197,2197,3501 Vallejo Street,80211.0,Denver,CO,39.765794,-105.01311899999999,718401.0
2199,2199,2330 Marion Street,80205.0,Denver,CO,39.751318,-104.97176499999999,919417.0
2200,2200,3830 Williams Street,80205.0,Denver,CO,39.770634,-104.965566,424324.0
2204,2204,1840 Race Street,80206.0,Denver,CO,39.74558,-104.963122,456440.0
2205,2205,3131 West 17th Avenue,80204.0,Denver,CO,39.744229,-105.02771899999999,610397.0
2207,2207,1900 Grant Street,80210.0,Denver,CO,39.681987,-104.983718,459085.0
2208,2208,330 Santa Fe Drive,80223.0,Denver,CO,39.721602000000004,-104.99828500000001,558502.0
2209,2209,2001 Grove Street,80211.0,Denver,CO,39.747786,-105.027119,393514.0
2210,2210,4576 Elm Court,80211.0,Denver,CO,39.779783,-105.0225,456705.0
2215,2215,4180 Xavier Street,80212.0,Denver,CO,39.774427,-105.049451,821354.0
2218,2218,2730 West Florida Avenue,80219.0,Denver,CO,39.689245,-105.02103600000001,345859.0
2219,2219,2023 Eliot Street,80211.0,Denver,CO,39.748191,-105.02393500000001,559722.0
2221,2221,2737 West Bayaud Avenue,80219.0,Denver,CO,39.715066,-105.021499,336118.0
2222,2222,3632 Williams Street,80205.0,Denver,CO,39.767559999999996,-104.965629,379866.0
2223,2223,2200 Tremont Place,80205.0,Denver,CO,39.748956,-104.98186000000001,592614.0
2225,2225,859 Emerson Street,80218.0,Denver,CO,39.730154999999996,-104.97673799999998,943310.0
2226,2226,1802 West 39th Avenue,80211.0,Denver,CO,39.770259,-105.00828200000001,690707.0
2227,2227,2904 West 24th Avenue,80211.0,Denver,CO,39.752139,-105.02378700000001,553717.0
2228,2228,405 East 1st Avenue,80203.0,Denver,CO,39.718556,-104.982336,594893.0
2229,2229,2104 Gaylord Street,80205.0,Denver,CO,39.748421,-104.960647,518339.0
2231,2231,5015 Shoshone Street,80221.0,Denver,CO,39.787865000000004,-105.010456,342616.0
2232,2232,106 West Irvington Place,80223.0,Denver,CO,39.717216,-104.98948899999999,792461.0
2233,2233,4344 Xavier Street,80212.0,Denver,CO,39.775605999999996,-105.04945500000001,441998.0
2234,2234,2947 Clermont Street,80207.0,Denver,CO,39.759334,-104.935324,478333.0
2235,2235,1485 Saint Paul Street,80206.0,Denver,CO,39.739819,-104.950956,640460.0
2236,2236,2040 Park Place,80205.0,Denver,CO,39.748677,-104.96248899999999,823047.0
2237,2237,2622 West 24th Avenue,80211.0,Denver,CO,39.752218,-105.020068,590372.0
2238,2238,485 Zenobia Street,80204.0,Denver,CO,39.723698999999996,-105.052393,400696.0
2240,2240,20851 East 40th Avenue,80249.0,Denver,CO,39.771233,-104.744462,363792.0
2241,2241,1550 West Maple Avenue,80223.0,Denver,CO,39.713698,-105.009904,304957.0
2243,2243,4610 Raleigh Street,80212.0,Denver,CO,39.780502,-105.041243,772025.0
2246,2246,416 West 4th Avenue,80223.0,Denver,CO,39.722256,-104.993257,677929.0
2247,2247,270 Delaware Street,80223.0,Denver,CO,39.720612,-104.9926,379795.0
2248,2248,2500 Raleigh Street,80212.0,Denver,CO,39.754077,-105.041348,527175.0
2252,2252,1526 Williams Street,80218.0,Denver,CO,39.740528999999995,-104.965644,595353.0
2253,2253,2500 Arapahoe Street,80205.0,Denver,CO,39.756285999999996,-104.98426200000002,1768291.0
2257,2257,3519 Zuni Street,80211.0,Denver,CO,39.766073,-105.01626399999999,529015.0
2258,2258,465 Fillmore Street,80206.0,Denver,CO,39.723819,-104.953777,1783307.0
2259,2259,3275 Fillmore Street,80205.0,Denver,CO,39.762321,-104.95398300000001,402651.0
2260,2260,3541 Locust Street,80207.0,Denver,CO,39.766490999999995,-104.91440300000001,408044.0
2262,2262,3731 Osage Street,80211.0,Denver,CO,39.768561,-105.00556499999999,687825.0
2264,2264,3143 West 26th Avenue,80211.0,Denver,CO,39.755143,-105.027398,661671.0
2265,2265,4737 Beach Court,80211.0,Denver,CO,39.782707,-105.018491,431386.0
2267,2267,2811 West 1st Avenue,80219.0,Denver,CO,39.718726000000004,-105.02313000000001,341597.0
2272,2272,2707 Dexter Street,80222.0,Denver,CO,39.66818,-104.932827,540892.0
2273,2273,4575 West Dakota Avenue,80219.0,Denver,CO,39.70997,-105.046989,429466.0
2275,2275,511 South Stuart Street,80219.0,Denver,CO,39.707598,-105.04352,316791.0
2277,2277,2814 West 25th Avenue,80211.0,Denver,CO,39.753271999999996,-105.02258700000002,616495.0
2279,2279,1385 Quitman Street,80219.0,Denver,CO,39.691601,-105.041329,307128.0
2281,2281,4890 Chase Street,80212.0,Denver,CO,39.785493,-105.056389,331831.0
2282,2282,628 Clayton Street,80206.0,Denver,CO,39.726172999999996,-104.955207,648037.0
2285,2285,2631 West 1st Avenue,80219.0,Denver,CO,39.718612,-105.01935300000001,324531.0
2290,2290,531 South Alcott Street,80219.0,Denver,CO,39.706661,-105.017229,344216.0
2293,2293,1241 York Street,80206.0,Denver,CO,39.735839,-104.96013,791213.0
2294,2294,2740 Adams Street,80205.0,Denver,CO,39.756603999999996,-104.94846000000001,570874.0
2295,2295,3729 Irving Street,80211.0,Denver,CO,39.768021999999995,-105.030251,812721.0
2297,2297,3730 Bryant Street,80211.0,Denver,CO,39.768667,-105.018625,438915.0
2299,2299,13130 East 55th Avenue,80239.0,Denver,CO,39.792995,-104.83497,340859.0
2300,2300,1890 Wynkoop Street,80202.0,Denver,CO,39.754267999999996,-104.997317,531559.0
2302,2302,1325 South Meade Street,80219.0,Denver,CO,39.692597,-105.035855,356969.0
2303,2303,3409 Gilpin Street,80205.0,Denver,CO,39.76478,-104.967423,615812.0
2304,2304,1280 South Lowell Boulevard,80219.0,Denver,CO,39.693502,-105.034011,372542.0
2305,2305,1240 South Lowell Boulevard,80219.0,Denver,CO,39.694151,-105.034043,345054.0
2306,2306,1431 Lafayette Street,80218.0,Denver,CO,39.739000000000004,-104.971014,687221.0
2307,2307,1453 Williams Street,80218.0,Denver,CO,39.7394,-104.966334,1281592.0
2308,2308,4058 Pecos Street,80211.0,Denver,CO,39.772869,-105.00618899999999,364551.0
2309,2309,20 South Parker Road,80231.0,Denver,CO,39.695157,-104.89363700000001,119331.0
2311,2311,1048 Mariposa Street,80204.0,Denver,CO,39.733038,-105.002447,669316.0
2313,2313,4241 Thompson Court,80216.0,Denver,CO,39.775934,-104.95496899999999,268947.0
2314,2314,518 South Quitman Street,80219.0,Denver,CO,39.707659,-105.040512,310338.0
2315,2315,1266 Vrain Street,80204.0,Denver,CO,39.736467,-105.046378,1162505.0
2317,2317,5049 Perry Street,80212.0,Denver,CO,39.788292,-105.03956799999999,533242.0
2318,2318,20320 East 49th Avenue,80249.0,Denver,CO,39.770494,-104.751832,354107.0
2319,2319,3890 West 14th Avenue,80204.0,Denver,CO,39.738291,-105.03780400000001,456686.0
2321,2321,3828 West 24th Avenue,80211.0,Denver,CO,39.751871,-105.037566,522673.0
2327,2327,4725 Wyandot Street,80211.0,Denver,CO,39.781924,-105.014574,459045.0
2328,2328,3212 Stuart Street,80212.0,Denver,CO,39.762335,-105.04261499999998,1025369.0
2329,2329,456 Washington Street,80203.0,Denver,CO,39.723548,-104.97841799999999,978927.0
2330,2330,2020 Hooker Street,80211.0,Denver,CO,39.747857,-105.02811100000001,465422.0
2331,2331,2602 West 24th Avenue,80211.0,Denver,CO,39.752207,-105.019332,768355.0
2332,2332,1600 South Sherman Street,80210.0,Denver,CO,39.687414000000004,-104.984824,629210.0
2333,2333,1248 Columbine Street,80206.0,Denver,CO,39.736084999999996,-104.95711000000001,876316.0
2334,2334,2036 Larimer Street,80205.0,Denver,CO,39.753256,-104.991654,841855.0
2335,2335,1360 West Gill Place,80223.0,Denver,CO,39.704621,-105.005439,402424.0
2337,2337,3214 Gaylord Street,80205.0,Denver,CO,39.762353000000004,-104.960645,584508.0
2338,2338,1670 Vrain Street,80204.0,Denver,CO,39.743376,-105.045998,686138.0
2339,2339,3415 Bryant Street,80211.0,Denver,CO,39.764801,-105.019221,620290.0
2341,2341,2894 Eudora Street,80207.0,Denver,CO,39.760021,-104.930217,432951.0
2343,2343,444 South Lincoln Street,80209.0,Denver,CO,39.708476,-104.986043,480117.0
2346,2346,3456 Mariposa Street,80211.0,Denver,CO,39.76551,-105.002629,861873.0
2349,2349,4040 West 50th Avenue,80212.0,Denver,CO,39.787202,-105.040264,398612.0
2350,2350,3971 West Kenyon Avenue,80236.0,Denver,CO,39.6506,-105.041445,380897.0
2353,2353,3222 West 30th Avenue,80211.0,Denver,CO,39.76005,-105.028737,645523.0
2354,2354,1723 East 25th Avenue,80205.0,Denver,CO,39.753501,-104.966449,479461.0
2355,2355,460 South Alcott Street,80219.0,Denver,CO,39.70831,-105.016581,378840.0
2357,2357,2641 West 23rd Avenue,80211.0,Denver,CO,39.751581,-105.020226,335003.0
2359,2359,1801 South Ogden Street,80210.0,Denver,CO,39.683815,-104.97608000000001,627831.0
2362,2362,118 South Newton Street,80219.0,Denver,CO,39.714332,-105.03692099999999,455200.0
2363,2363,18971 Mitchell Place,80249.0,Denver,CO,39.775537,-104.76600400000001,459889.0
2364,2364,1428 York Street,80206.0,Denver,CO,39.738997999999995,-104.95948,624749.0
2365,2365,1893 Vine Street,80206.0,Denver,CO,39.746390999999996,-104.962427,482392.0
2366,2366,3655 Zenobia Street,80212.0,Denver,CO,39.767177000000004,-105.052929,343763.0
2369,2369,450 South Lafayette Street,80209.0,Denver,CO,39.708143,-104.970712,700004.0
2371,2371,4158 Zuni Street,80211.0,Denver,CO,39.77398,-105.015526,439962.0
2372,2372,2952 West Denver Place,80211.0,Denver,CO,39.769967,-105.02416000000001,447708.0
2378,2378,3053 West 28th Avenue,80211.0,Denver,CO,39.757585999999996,-105.026513,637079.0
2383,2383,4257 Green Court,80211.0,Denver,CO,39.775863,-105.026752,515852.0
2384,2384,3191 South Holly Place,80222.0,Denver,CO,39.658232,-104.919839,436088.0
2385,2385,4518 Beach Court,80211.0,Denver,CO,39.778233,-105.01788,705913.0
2386,2386,3400 West Warren Avenue,80219.0,Denver,CO,39.677116,-105.031043,300417.0
2387,2387,421 25th Street,80205.0,Denver,CO,39.752122,-104.979072,652522.0
2388,2388,2352 Federal Boulevard,80211.0,Denver,CO,39.752210999999996,-105.02486699999999,565681.0
2389,2389,2090 South Wolff Street,80219.0,Denver,CO,39.679371,-105.047675,424925.0
2390,2390,1745 Irving Street,80204.0,Denver,CO,39.745003999999994,-105.03034199999999,468262.0
2391,2391,1471 Josephine Street,80206.0,Denver,CO,39.739602000000005,-104.959061,746411.0
2393,2393,2620 South Garfield Way,80210.0,Denver,CO,39.668753,-104.94423,705226.0
2394,2394,3016 Meade Street,80211.0,Denver,CO,39.760712,-105.035472,807469.0
2395,2395,1118 Mariposa Street,80204.0,Denver,CO,39.734084,-105.00246100000001,431018.0
2397,2397,9115 East Oxford Drive,80237.0,Denver,CO,39.641665,-104.883173,326409.0
2400,2400,537 West 8th Avenue,80204.0,Denver,CO,39.729087,-104.995057,388579.0
2401,2401,4848 Bryant Street,80221.0,Denver,CO,39.78479,-105.01897199999999,362786.0
2402,2402,2590 Gaylord Street,80205.0,Denver,CO,39.75427,-104.960627,603762.0
2403,2403,1733 Grove Street,80204.0,Denver,CO,39.744716,-105.027175,784902.0
2404,2404,6401 East Dickenson Place,80222.0,Denver,CO,39.672505,-104.913781,507589.0
2405,2405,3045 West 28th Avenue,80211.0,Denver,CO,39.757585,-105.02633300000001,890210.0
2406,2406,670 South Bryant Street,80219.0,Denver,CO,39.704464,-105.01774499999999,396442.0
2408,2408,3811 Wyandot Street,80211.0,Denver,CO,39.769543,-105.01499799999999,561767.0
2409,2409,1440 Josephine Street,80206.0,Denver,CO,39.739135,-104.95836399999999,838230.0
2410,2410,2449 East 14th Avenue,80206.0,Denver,CO,39.738623,-104.95812,746407.0
2412,2412,2641 West 23rd Avenue,80211.0,Denver,CO,39.751581,-105.020226,335003.0
2413,2413,1653 Fairfax Street,80220.0,Denver,CO,39.742923,-104.928975,772900.0
2414,2414,5094 Meade Street,80221.0,Denver,CO,39.78908,-105.035449,493180.0
2415,2415,898 South Grape Street,80246.0,Denver,CO,39.700075,-104.924893,640015.0
2416,2416,2325 Eliot Street,80211.0,Denver,CO,39.751740000000005,-105.02411299999999,536357.0
2417,2417,2332 Decatur Street,80211.0,Denver,CO,39.751872,-105.021891,686815.0
2418,2418,4488 Pecos Street,80211.0,Denver,CO,39.777799,-105.00608500000001,518591.0
2419,2419,175 South Pearl Street,80209.0,Denver,CO,39.713413,-104.980703,771124.0
2423,2423,3737 Perry Street,80212.0,Denver,CO,39.768302,-105.039631,515752.0
2424,2424,924 33rd Street,80205.0,Denver,CO,39.762685999999995,-104.974085,525490.0
2425,2425,3247 West 19th Avenue,80204.0,Denver,CO,39.746652000000005,-105.02953600000001,1024907.0
2426,2426,2937 Quebec Street,80207.0,Denver,CO,39.752044,-104.903775,362201.0
2427,2427,1959 South Clarkson Street,80210.0,Denver,CO,39.68104,-104.978481,599325.0
2429,2429,1402 Pearl Street,80203.0,Denver,CO,39.718763,-104.97976499999999,289716.0
2432,2432,1066 Fillmore Street,80206.0,Denver,CO,39.733357,-104.95256599999999,469019.0
2433,2433,3124 West 23rd Avenue,80211.0,Denver,CO,39.750912,-105.02758100000001,565614.0
2436,2436,1400 South Vine Street,80210.0,Denver,CO,39.690977000000004,-104.962575,1062884.0
2437,2437,8010 East Linvale Place,80231.0,Denver,CO,39.666761,-104.896584,466895.0
2441,2441,1801 East 24th Avenue,80205.0,Denver,CO,39.752153,-104.96574,757674.0
2442,2442,2451 Downing Street,80205.0,Denver,CO,39.753013,-104.97364099999999,330633.0
2445,2445,1031 Lowell Boulevard,80204.0,Denver,CO,39.733612,-105.034951,634910.0
2446,2446,3340 Josephine Street,80205.0,Denver,CO,39.764016,-104.958193,500563.0
2448,2448,1517 East 31st Avenue,80205.0,Denver,CO,39.760992,-104.969113,622824.0
2449,2449,1749 West 33rd Avenue,80211.0,Denver,CO,39.763393,-105.007724,1271803.0
2450,2450,3710 Humboldt Street,80205.0,Denver,CO,39.768401000000004,-104.969255,439725.0
2451,2451,4539 Shoshone Street,80211.0,Denver,CO,39.778636,-105.010818,380385.0
2452,2452,4511 Shoshone Street,80211.0,Denver,CO,39.778067,-105.01082,385122.0
2453,2453,928 Tennyson Street,80204.0,Denver,CO,39.731637,-105.043484,467897.0
2457,2457,2640 Raleigh Street,80212.0,Denver,CO,39.755596000000004,-105.041349,699297.0
2458,2458,3031 Monroe Street,80210.0,Denver,CO,39.662052,-104.945677,1066464.0
2460,2460,40 Steele Street,80209.0,Denver,CO,39.708998,-104.949273,1647501.0
2464,2464,2952 West Denver Place,80211.0,Denver,CO,39.769967,-105.02416000000001,447708.0
2465,2465,2821 West 25th Avenue,80211.0,Denver,CO,39.753921000000005,-105.02276299999998,611439.0
2468,2468,1020 East 22nd Avenue,80205.0,Denver,CO,39.749263,-104.962946,522467.0
2470,2470,1317 Jackson Street,80206.0,Denver,CO,39.737186,-104.94306599999999,584141.0
2471,2471,1200 South Sherman Street,80210.0,Denver,CO,39.694614,-104.984756,765500.0
2472,2472,365 Cook Street,80206.0,Denver,CO,39.722169,-104.94771499999999,1187936.0
2473,2473,2361 South Humboldt Street,80210.0,Denver,CO,39.673759999999994,-104.970256,1166913.0
