,summary,description,neighborhood_overview,availability_30,availability_60,availability_90,availability_365,price,cleaning_fee,security_deposit,accommodates,bedrooms,bathrooms,property_type,room_type,latitude,longitude,zipcode,price_bin,Log_Price,areas,Reservations_In_Next_90_Days,types,nlp_topic
745,"My place is good for solo adventurers, business travelers, families (with kids), and big groups It is 4bd 2 bath in (Phone number hidden by Airbnb) sqf  Please be mindful of other guests if any in the house. Note: ceiling fan and no AC in the house Lodge License # (Phone number hidden by Airbnb)","My place is good for solo adventurers, business travelers, families (with kids), and big groups It is 4bd 2 bath in (Phone number hidden by Airbnb) sqf  Please be mindful of other guests if any in the house. Note: ceiling fan and no AC in the house Lodge License # (Phone number hidden by Airbnb) ngle family ranch. (Phone number hidden by Airbnb) sqf  Walking distance to many amenities: bus stops (.2 mi).  Light rail station (.7 mi)   Grocery  stores (Kingsoopers and Sprouts),  Starbucks, Panera, Chipotle, Garbanzo, Marrakech, Larkburger, KoKoro (Japenese Fast Food), 24 hour fitness, YMCA, Eisenhower Rec Center movie theater (Chez Artist),  Chase, Bank of the West, Key Bank, Wells Fargo,  and much more. Access to Wifi, office, Kitchen, Bathroom, free parking on street level. Location Yale Light rail station is .7 mile away Bus 40 is less than .5 mi goes along Colorado blvd",Location,7,9,9,9,49,10,0,1,1,1.0,House,Private room,39.6703,-104.93462,80222,under_100,1.69019608002851,southeast,81,1,3
760,"My cozy house is in a quiet, residential neighborhood that is a short Uber ride away from most of what Denver has to offer. Within walking distance, there is City Park, Whittier Pub, Whittier Cafe, and Rosenberg's Bagels. You’ll love it because of the comfy bed and the easy street parking.","My cozy house is in a quiet, residential neighborhood that is a short Uber ride away from most of what Denver has to offer. Within walking distance, there is City Park, Whittier Pub, Whittier Cafe, and Rosenberg's Bagels. You’ll love it because of the comfy bed and the easy street parking. A great little duplex house in the Whittier neighborhood, two blocks away from City Park. You will have access to the whole house except my home office, which will be off-limits and locked. I utilize self-checkin via a lockbox. I will send the code a few days before your arrival. Whittier is a wonderful neighborhood with tree-lined streets and friendly neighbors. Though very pleasant, we are still in the city, so please remember to lock doors at night and when you are not home. Accessible to Car2Go, Uber, Lyft, and a few bus lines. The light rail is .8 miles away (15 minute walk). The airport is a 27 miles away (27 minute drive). I-70 is 2 miles away. I-25 is 3.5 miles away. Once you arrive, the heat","Whittier is a wonderful neighborhood with tree-lined streets and friendly neighbors. Though very pleasant, we are still in the city, so please remember to lock doors at night and when you are not home.",11,13,13,13,109,44,0,2,1,1.0,House,Entire home/apt,39.755109999999995,-104.96091000000001,80205,100_200,2.0374264979406203,central,77,1,4
761,"Clean, hip, newly-constructed 2,500 sq ft, 4-floor, 5-bathroom townhouse in quiet part of LoHi! 4K HD TV’s and Sonos speakers throughout. Fully-equipped chef’s kitchen with Bertazzoni range. Pool table on top floor lounge. Huge wraparound couch, 65” 4K TV in the basement. Two balconies and small backyard w/grill. Downtown is $7-10 via Uber/Lyft. Close to Avanti, Root Down, Williams & Graham, Bar Dough, Old Major, Linger, El Five, Highland Tap & Burger & more! 420-friendly but smoking outdoors.","Clean, hip, newly-constructed 2,500 sq ft, 4-floor, 5-bathroom townhouse in quiet part of LoHi! 4K HD TV’s and Sonos speakers throughout. Fully-equipped chef’s kitchen with Bertazzoni range. Pool table on top floor lounge. Huge wraparound couch, 65” 4K TV in the basement. Two balconies and small backyard w/grill. Downtown is $7-10 via Uber/Lyft. Close to Avanti, Root Down, Williams & Graham, Bar Dough, Old Major, Linger, El Five, Highland Tap & Burger & more! 420-friendly but smoking outdoors.",0,1,1,1,1,500,150,0,8,3,4.0,Townhouse,Entire home/apt,39.7686,-105.00648000000001,80211,200_or_more,2.6989700043360196,northwest,89,5,2
775,"(READ HOUSE RULES BEFORE BOOKING!) Available rental space has been modified/subdivided in order to accommodate all travelers.  Note: All 1 guest bookings will have access to 1 bedroom. My place is just minutes from Downtown Denver. You’ll love the Sky line view of Downtown. High-speed Wi-Fi is available at location, cable television with Showtime and HBO and Stars on-demand options!","(READ HOUSE RULES BEFORE BOOKING!) Available rental space has been modified/subdivided in order to accommodate all travelers.  Note: All 1 guest bookings will have access to 1 bedroom. My place is just minutes from Downtown Denver. You’ll love the Sky line view of Downtown. High-speed Wi-Fi is available at location, cable television with Showtime and HBO and Stars on-demand options! Plenty of off street parking available in back yard. I'm presently pushing forward towards expansion and subdivision of the listed rental space in the backyard area behind the patio where the driveway is and to be considered shared space. If you choose use the back drive, Please allow enough room for your Host to access vehicles in and out. Wireless Internet, Cable with premium channels. Feel free to call or text me any time during your stay with any questions or concerns you may have. Located just blocks from public transportation RTD Bus which will take you directly to Downtown Denver in minutes. We also",0,1,1,1,1,119,25,300,6,2,1.0,House,Entire home/apt,39.70706,-105.01276000000001,80223,100_200,2.0755469613925297,south,89,1,4
797,"This fantastic neighborhood is close to just about everything you would want to see and do in Denver; right smack in the middle of Denver's historic Arts District on Santa Fe and within walking distance to downtown.  Visit the Denver Art Museum or take in the newly remodeled Union Station with its top restaurants, bars and boutiques.  Cruise the downtown 16th St. mall on the free shuttle or take in a Broadway touring show at the Denver Center and, of course, dispensaries galore.","This fantastic neighborhood is close to just about everything you would want to see and do in Denver; right smack in the middle of Denver's historic Arts District on Santa Fe and within walking distance to downtown.  Visit the Denver Art Museum or take in the newly remodeled Union Station with its top restaurants, bars and boutiques.  Cruise the downtown 16th St. mall on the free shuttle or take in a Broadway touring show at the Denver Center and, of course, dispensaries galore.",0,4,12,17,99,67,0,0,2,1,1.0,House,Private room,39.73556,-105.00169,80204,under_100,1.82607480270083,central,73,1,1
810,"My house is close to public transport, Denver International Airport, downtown Denver. You’ll love my place because of the peaceful atmosphere and spectacular view on the golf course with views of the Rocky Mountains. My home is suitable for couples, solo adventurers, business travelers, and families (with kids). House does not come with access to the garage.","My house is close to public transport, Denver International Airport, downtown Denver. You’ll love my place because of the peaceful atmosphere and spectacular view on the golf course with views of the Rocky Mountains. My home is suitable for couples, solo adventurers, business travelers, and families (with kids). House does not come with access to the garage. Complete house , 3 bedrooms ,3 baths and beautiful outside BBQ area Complete house no garage acess Very convenient to nearly anyplace in Denver: 8 minutes to Denver International Airport, 1.5 miles to the new Light Rail that will take you directly downtown in 20 minutes, 20 minute drive to downtown Denver. 40-60 minutes to the ski hills in the Rocky's There is to be no smoking or drug use in the house.  There will be a cleaning fee of $500.00 for any smoking in the house.",0,0,0,19,293,150,150,500,6,3,3.0,House,Entire home/apt,39.7891,-104.74265,80249,100_200,2.17609125905568,northeast,71,1,4
814,"Comfortable room with Queen bed and desk minutes from S. Broadway in Denver's Baker Neighborhood Historic District! Walking distance to boutiques, antiques, galleries, restaurants, bars, breweries, distilleries and dispensaries! 1 mile to downtown Denver, 90-120 minutes from Colorado's ski resorts! 420 friendly! Perfect for your Colorado getaway!","Comfortable room with Queen bed and desk minutes from S. Broadway in Denver's Baker Neighborhood Historic District! Walking distance to boutiques, antiques, galleries, restaurants, bars, breweries, distilleries and dispensaries! 1 mile to downtown Denver, 90-120 minutes from Colorado's ski resorts! 420 friendly! Perfect for your Colorado getaway! Inviting second story bedroom with 15 foot ceilings and exposed brick in Victorian duplex! Comfy queen-sized bed with ample closet space and large L-shaped desk! Access to 1.5 shared bathrooms. Open-concept first floor living room, dining, and kitchen areas with industrial accents throughout! Huge kitchen stocked with gadgets and small wares galore! Quiet residential neighborhood full of charm and character - just six blocks from bustling S Broadway! Bus Stop with City bus access directly across the street with rides to Union Station and less than one mile to the Alameda Light Rail Station for city-wide/ airport access. Laundry available. We w","Walking distance to everything you may need! Within ten minutes you can be hitting up happy hour at the Hornet, boutique thrift shopping on Broadway, grabbing a fresh brew at Baere Brewery or Crazy Mountain, sipping a whiskey flight at Stranahan's, chowing at Cho 77 or other local eatery, fine dining at Beatrice and Woodsley or strolling the galleries on Santa Fe. Beyond that you can be rocking out at Red Rocks amphitheater in 30 or so minutes, hiking the Flatirons in 40 minutes, and slaloming the slopes of the Rockies in under 2 hours.",11,11,11,11,62,10,0,2,1,1.5,Townhouse,Private room,39.7186,-104.99606000000001,80223,under_100,1.79239168949825,south,79,5,4
832,"1 bedroom, 1 bath Apt- one of 4 units in 4-unit house, corner of 6th Ave & Elati St.  1st floor entrance faces south to 6th Ave. - Note: this can be a busy street during rush hour. 2 blocks from Denver Health, 5 blocks from Broadway/Lincoln bus lines, and central to downtown & I-25 for skiers/boarders. Inside you'll find a full kitchen set up, living room, kitchen, bedroom & bath. Cable Tv & Wifi also. Possible extended stay.","1 bedroom, 1 bath Apt- one of 4 units in 4-unit house, corner of 6th Ave & Elati St.  1st floor entrance faces south to 6th Ave. - Note: this can be a busy street during rush hour. 2 blocks from Denver Health, 5 blocks from Broadway/Lincoln bus lines, and central to downtown & I-25 for skiers/boarders. Inside you'll find a full kitchen set up, living room, kitchen, bedroom & bath. Cable Tv & Wifi also. Possible extended stay. Living Area-Sectional Couch, TV with cable, Coffee table  Bedroom- Queen bed w/ linens & extra pillows/blankets.  Kitchen- Complete with dishes for 6 & stainless cookware. Parking- Lot on west side of the building for one car. Additional cars can park along Elati Street. Please feel free to reach either of us by text or phone call. Johnny (Phone number hidden by Airbnb) and Jason (Phone number hidden by Airbnb)  Short Term License # (Phone number hidden by Airbnb) BFN (Phone number hidden by Airbnb)",0,1,2,2,2,50,13,0,2,1,1.0,Apartment,Entire home/apt,39.7271,-104.99428999999999,80204,under_100,1.69897000433602,central,88,2,3
839,"If you're looking for a place to call home in a quiet neighborhood in central Denver, this is the spot! My place is close to the DU campus. Easy access to several restaurants & coffee shops. 24 Hour Fitness & a few grocery stores are within walking distance or short Uber/Lyft ride.  Wash Park is just over 2 miles away.  The Cherry Creek Shopping Center is 4.2 miles away.  My place is good for couples & solo adventurers!","If you're looking for a place to call home in a quiet neighborhood in central Denver, this is the spot! My place is close to the DU campus. Easy access to several restaurants & coffee shops. 24 Hour Fitness & a few grocery stores are within walking distance or short Uber/Lyft ride.  Wash Park is just over 2 miles away.  The Cherry Creek Shopping Center is 4.2 miles away.  My place is good for couples & solo adventurers! You’ll love this spot because of the privacy of your own space (no shared space), the beautiful Cherry bar cabinets & granite countertops, luxury bathroom, comfy bed & fireplace.  You have a GE Advantium microwave oven PLUS a 'speed cooking' feature that uses halogen lights...you can even bake pizzas, bread and cookies in it - super cool! Er, hot I mean. :)  I added Comcast Xfinity X1 TV service, so you now have many options including ESPN and movies. You can also access Netflix, Pandora and other streaming apps. Additionally, there’s a Blu-ray DVD player. The craftsman","Restaurant & Bar ideas... Our DU / University / Rosedale Neighborhood: Asbury Provisions (bar with excellent bar food! Tapas / American) John Holly's Asian Bistro Colore (Italian) Roaming Buffalo BBQ Maddie's (breakfast & lunch)  Lucile's Creole Cafe (cajun breakfast & lunch)  Jerusalem (Middle Eastern)  Chipotle The Pioneer (fish tacos & margarita's / Tex-Mex)  Keith's Coffee Bar Kaladi Brothers (coffee & tea) FERMÆNTRA Brewery and Tap Room (Casual brewery & taproom featuring brews made on-site, plus rotating roster of food trucks outside.)  Cherry Creek Shopping District: Also MANY options here, which isn't too far away.  South Pearl-Platt Park area: Sushi Den or Izakaya (Asian / sushi - owned by the same people) The Tavern Kaos Pizzeria  Platt Park Brewing Co. (microbrewery - drinks only)  Park Burger Downtown: Ophelia's Electric Soapbox (cool atmosphere - live music options - reservation recommended); Vesta Dipping Grill Stoic & Genuine (Union Station / LoDo) Thirsty Lion (Union St",0,0,8,8,100,80,222,2,1,1.0,House,Entire home/apt,39.66936,-104.96533000000001,80210,under_100,2.0,south,82,1,4
842,"Beautiful, bright, designer Denver craftsman home, renovated with modern style and historic details.  This 4 bedroom home is located in one of the best neighborhoods in Denver - The Highlands and within walking distance to shops, restaurants, etc... 4.5-star amenities inside [not five, sorry, no steam room or hot tub (but we do have a Japanese Heated Toilet Seat!).] Perfect for families on vacation, big shaded back deck with built in furniture, sandbox and swing.","Beautiful, bright, designer Denver craftsman home, renovated with modern style and historic details.  This 4 bedroom home is located in one of the best neighborhoods in Denver - The Highlands and within walking distance to shops, restaurants, etc... 4.5-star amenities inside [not five, sorry, no steam room or hot tub (but we do have a Japanese Heated Toilet Seat!).] Perfect for families on vacation, big shaded back deck with built in furniture, sandbox and swing. Our 1850 square foot home is Modern with classic bones – so, it’s clean & bright (tons of light), but also cozy!  Bathrooms and kitchen were just re-done.  Take advantage of our professional kitchen for the holidays (including WOLF cooktop / oven, SubZero fridge & Vitamix)!  We also have a Traeger Smoker & Webber Grill in the back-yard for your use. The back-deck is huge and great for dining, lounging, yoga, etc…If you are not familiar with Denver, the weather can be lovely even in winter for outside time basking in the sun on","Our home is in the awesome enclave called “Harkness Heights” (the heart of the Highlands neighborhood).  We love our neighborhood because we are equidistant (a 15 minute walk or 4 minute Uber) between two of the hottest areas in the highlands for eating, shopping, etc... (Tennyson Street and Highlands Square).  There is also a big park with a lake within 5 blocks if you are up for a walk/run which will take you to Berkley Park if you are game for another few blocks!   Other hip hot spots for food & shopping are: LOHI, a quick (5-10 minutes) and cheap UBER away & Downtown (10-15 minutes).  We are also conveniently 5 minutes from I-70 for easy access to the mountains.  (We can leave you our fast-pass to Rocky Mountain National Park if you know you will be making this trip – avoid lines!)   Our home is 20 minutes from Golden, 35 minutes from Boulder, and 1.5 hours from Vail should you chose to take an adventure, but there is really no need to leave the neighborhood",1,1,1,1,400,100,500,8,4,2.0,House,Entire home/apt,39.77427,-105.03376999999999,80211,200_or_more,2.60205999132796,northwest,89,1,2
845,"Hi, I am Rob! We would like to provide a pleasant and affordable place to stay! Walking distance to the zoo and the museum, restaurants and dining, public transport. Downtown is 10- 15 minutes. 25 min from the airport and an easy hop onto I 70 . You’ll love my place because of the comfy bed, the kitchen, the high ceilings, the light and the outdoor space.  My place is good for couples, solo adventurers and business travelers. Blackout curtains and quiet at night.","Hi, I am Rob! We would like to provide a pleasant and affordable place to stay! Walking distance to the zoo and the museum, restaurants and dining, public transport. Downtown is (Phone number hidden by Airbnb) minutes. 25 min from the airport and an easy hop onto I 70 . You’ll love my place because of the comfy bed, the kitchen, the high ceilings, the light and the outdoor space.  My place is good for couples, solo adventurers and business travelers. Blackout curtains and quiet at night. Near to city park and that iconic view of the park with the skyline and mountain backdrop. Wonderful neighborhood with wide sidewalks and large trees. Quiet street with free parking. Our home was built in (Phone number hidden by Airbnb) and has that lovely architectural detail you see in older homes. This is a room with fun colors, to start your vacation out right!. We have decorated with art that we have collected from around the world. There are books on the shelf and games in the closet. You will ha","Wonderful walkable neighborhood. This is a historic neighborhood in Park Hill. You can walk to the Cherry Tomato for dinner, Spinelli's market for a sandwich or Denver Biscuit company for brunch. There are tons of other options a short drive away. We are close to the zoo.  If you are lucky you will hear the the lions roaring at night!",11,11,11,11,35,20,0,2,1,1.0,House,Private room,39.754329999999996,-104.93919,80207,under_100,1.5440680443502801,east,79,1,3
851,"Our 2 bed/2.5 bath home is a few blocks from Wash Park, the train, shops, restaurants, and plenty of nightlife.  Wash park is extremely active, with running trails, fishing, paddling, biking, volleyball and soccer nearly every day, and a massive playground. Parking is free, we supply bikes, and it is absolutely turn-key.  It's a great location for couples, solo adventurers, business travelers, and families (with kids).  If you have little ones, there are steps so please be prepared for that.","Our 2 bed/2.5 bath home is a few blocks from Wash Park, the train, shops, restaurants, and plenty of nightlife.  Wash park is extremely active, with running trails, fishing, paddling, biking, volleyball and soccer nearly every day, and a massive playground. Parking is free, we supply bikes, and it is absolutely turn-key.  It's a great location for couples, solo adventurers, business travelers, and families (with kids).  If you have little ones, there are steps so please be prepared for that. The home is completely renovated with a jacuzzi tub, huge kitchen, flatscreen TVs with Netflix, Xbox, grand piano, guitars, a complete dining room, washer/dryer, wifi, and hardwood floors throughout the upper floors. We have a goldendoodle that travels with us, which is hypoallergenic.  So, if you have an allergy, you should be ok.... We just built a pergola and outdoor patio with a gas fire pit, grill, and hammocks that is perfect for entertaining and relaxing. You will have access to everything e","You won't run out of things to do in this area.  Outdoor activities abound.  Running, biking, boutique shops, malls, dinning, nightlife, 10 minutes from sporting arenas and concerts, movie theaters, and the conventional hall.",1,1,1,1,130,129,0,5,2,2.5,Townhouse,Entire home/apt,39.70498,-104.97945,80209,100_200,2.11394335230684,south,89,5,2
854,This is a 1906 Victorian House that has 6 units in the building.  My place is on the top floor (no elevator) and there is a reserved parking spot behind the house that you can park in.  Spacious 1 bedroom/1 bath condo with a fantastic deck to relax and drink your morning coffee.   **Please note that a recent guest gave me a bad review due to my neighbor's dog barking.  My neighbor has since given her dog to her parents as she realized she wasn't home enough to care for it.,"This is a 1906 Victorian House that has 6 units in the building.  My place is on the top floor (no elevator) and there is a reserved parking spot behind the house that you can park in.  Spacious 1 bedroom/1 bath condo with a fantastic deck to relax and drink your morning coffee.   **Please note that a recent guest gave me a bad review due to my neighbor's dog barking.  My neighbor has since given her dog to her parents as she realized she wasn't home enough to care for it. My place is one block from 'restaurant row.' Several restaurants to choose from within a one mile radius including several steps from my place. It is about 1.5 miles from downtown, and there is a bike sharing station across the street from me.  Very close to many Denver attractions including the Zoo, Botanic Gardens, Cheesman and City Park. You will be able to access my entire condo.  However, as this is the place I live in when it is not being rented out, my front hall closet is locked with my personal belongings. I","Please note that like most areas in Denver, this is a very urban area and as such you might encounter homeless people in the back alley (not all the time but sometimes).  At night, the area especially the alley can be very dark.  I recommend parking on the street if possible for a more well lit path.  However, please note that I have lived here a year and have never had my car broken into (but be sure not leave anything of value in your car).  Overall, this is a great, hip neighborhood with many fun places to eat and drink.  I love that its close to downtown as well as many other fun attractions.  Both Cheesman and City park are less than a mile away and provide great spaces for running or enjoying a walk.",8,11,14,14,110,35,0,2,1,1.0,Condominium,Entire home/apt,39.74335,-104.96836,80218,100_200,2.0413926851582302,central,76,6,2
896,"Large studio nestled in the heart of the eclectic Capital Hill neighborhood, just two blocks from the beautiful Cheesman Park.  This spacious studio is the perfect home-base to explore all the best parts of Denver.  Some of Denver' best music venues, amazing restaurants and fun bars are within walking distance.  The social scenes of Uptown & Colfax are within walking distance or a quick car ride.  Downtown, RiNo, LoHI & Highlands neighborhoods are all within a brief car ride for your enjoyment.","Large studio nestled in the heart of the eclectic Capital Hill neighborhood, just two blocks from the beautiful Cheesman Park.  This spacious studio is the perfect home-base to explore all the best parts of Denver.  Some of Denver' best music venues, amazing restaurants and fun bars are within walking distance.  The social scenes of Uptown & Colfax are within walking distance or a quick car ride.  Downtown, RiNo, LoHI & Highlands neighborhoods are all within a brief car ride for your enjoyment. The building was build in 1905 and converted to apartments somewhere along the way.  The studio is on the top floor.  Parts of the studio follow the roof line and are about 6 ft tall.  We have had many guests tall and short enjoy their stay here - our reviews speak for the place and the experience.   The studio is spacious and unique and will be sure to provide plenty of space to enjoy your time in Denver. Guests are free to hang out and enjoy the backyard. I operate on a self-check in system.","Capital Hill is one of Denver's most eclectic neighborhoods.   From simple flats to million dollar homes it is one of the economically diverse neighborhoods in the city.  Capital Hill gets its name from being located on the hill behind the capital building of Denver, therefore it has very central location.  Many of Denver's best music venues, restaurants and bars are within walking distance.",2,5,10,35,118,45,0,2,0,1.0,Apartment,Entire home/apt,39.73189,-104.97178000000001,80218,100_200,2.07188200730613,central,80,2,7
921,"Updated Spanish style row home in Denver's hip, centrally located Highlands neighborhood. Minutes to downtown Denver, Mile High Stadium, light-rail stations, Elitch Garden's amusement park. Walk to restaurants/bars near Sloan's Lake, Edgewater, Highlands, & LoHi neighborhoods. Quick access to I-25 & I-70 for commute to ski resorts & mountain communities. Unit is a 500 sf 1 bedroom 1 bathroom home, w/full kitchen & small backyard w/bbq grill. Units on either side but no one above or below.","Updated Spanish style row home in Denver's hip, centrally located Highlands neighborhood. Minutes to downtown Denver, Mile High Stadium, light-rail stations, Elitch Garden's amusement park. Walk to restaurants/bars near Sloan's Lake, Edgewater, Highlands, & LoHi neighborhoods. Quick access to I-25 & I-70 for commute to ski resorts & mountain communities. Unit is a 500 sf 1 bedroom 1 bathroom home, w/full kitchen & small backyard w/bbq grill. Units on either side but no one above or below. There is a small backyard with Adirondack chairs and a BBQ grill to enjoy the 360 days of CO sunshine. Quality sheets and towels are provided as well as basic toiletries. Unlimited free Internet, Netflix, Flat screen TV and DVD player are all part of the package. The kitchen is fully equipped with everything you should need to feel at home. The unit must be rented for no less than 30 days per HOA rules. Perfect place for a traveling nurse or PT. This unit is small. It is not suitable for two adults an",0,0,0,4,93,46,250,450,2,1,1.0,Apartment,Entire home/apt,39.74597,-105.02608000000001,80204,under_100,1.66275783168157,central,86,2,4
926,"Stay in our cozy victorian home in the Cole neighborhood. The house is 2 bedrooms and 2.5 baths and fully furnished for your stay. We're 10 minutes from current hot spots including City Park and Downtown, Coors Field, 5-Points and RINO the burgeoning arts district. Walk to the light rail (blocks away from the A-line to the airport AND the light rail to downtown for GABF) and local breweries & restaurants. Perfect for families and friends looking to explore all great things Denver has to offer!","Stay in our cozy victorian home in the Cole neighborhood. The house is 2 bedrooms and 2.5 baths and fully furnished for your stay. We're 10 minutes from current hot spots including City Park and Downtown, Coors Field, 5-Points and RINO the burgeoning arts district. Walk to the light rail (blocks away from the A-line to the airport AND the light rail to downtown for GABF) and local breweries & restaurants. Perfect for families and friends looking to explore all great things Denver has to offer! RESTARAUNTS IN THE NEIGHBORHOOD (WITHIN WALKING DISTANCE) Dio Mio  Hop Alley  Fish N Beer  Chuburger  The Populist  Bar Fausto  Corner Ramen  Rosenbergs Bagels BREWERIES IN THE NEIGHBORHOOD (MOST WITHIN WALKING DISTANCE) Black Shirt Brewery Ratio Beerworks Beryl’s Brewing Epic Brewing Stems Cider The Rackhouse Great Divide Brewery Mockery Brewery COFFEE SHOPS Hutch & Spoon CaféWhittier Cafe Ink! CoffeeStowaway Coffee Crema CoffeePurple Door Coffee Hotbox Roasters There is plenty of street parking",RESTARAUNTS IN THE NEIGHBORHOOD (WITHIN WALKING DISTANCE) Dio Mio  Hop Alley  Fish N Beer  Chuburger  The Populist  Bar Fausto  Corner Ramen  Rosenbergs Bagels BREWERIES IN THE NEIGHBORHOOD (MOST WITHIN WALKING DISTANCE) Black Shirt Brewery Ratio Beerworks Beryl’s Brewing Epic Brewing Stems Cider The Rackhouse Great Divide Brewery Mockery Brewery COFFEE SHOPS Hutch & Spoon CaféWhittier Cafe Ink! CoffeeStowaway Coffee Crema CoffeePurple Door Coffee Hotbox Roasters,0,0,6,10,125,100,0,5,2,2.5,House,Entire home/apt,39.76337,-104.97003000000001,80205,100_200,2.0969100130080602,central,84,1,4
936,"Great central Denver location! 5 minutes to Denver Zoo, Natural History Museum and City Park. Great Uptown restaurants and shops a 20 minute walk and $5 Uber ride away. One block from bus stop, 1.5 miles from light rail station to Downtown, Union Station or airport. Easy access to downtown/Rhino via public transport or $5-$10 Uber ride. Quiet neighborhood with the city at your front door. Private backyard space. Fully equipped kitchen. Perfect location for enjoying all that Denver has to offer!","Great central Denver location! 5 minutes to Denver Zoo, Natural History Museum and City Park. Great Uptown restaurants and shops a 20 minute walk and $5 Uber ride away. One block from bus stop, 1.5 miles from light rail station to Downtown, Union Station or airport. Easy access to downtown/Rhino via public transport or $5-$10 Uber ride. Quiet neighborhood with the city at your front door. Private backyard space. Fully equipped kitchen. Perfect location for enjoying all that Denver has to offer! Entire townhome for your use. Fully stocked kitchen, living room, two bedrooms and one bathroom. Some closet space and plenty of drawers. Private backyard space also. Guests will have full access to the entire home and yard with 6 foot privacy fence.Closet and drawer space available. I will be available to help with recommendations and navigating around the city. I will leave a list of hot spots not to miss on the table. One of Denver's best restaurants, The Plimoth, is 5 blocks away. The neighb","The neighborhood is fairly quiet considering its very urban location, but it's also easy access to some Denver hot spots. Uptown restaurants and bars, City Park, Denver Zoo and Museum of Nature and Science are all close by.  Short Uber ride to Highlands and Downtown Denver.",6,6,6,6,80,0,250,4,2,1.0,Townhouse,Entire home/apt,39.75946,-104.95467,80205,under_100,1.9030899869919398,central,84,5,4
967,"Perfect for couples or solo travelers.  This clean, modern and remodeled basement unit with separate entrance is in a great neighborhood, only one half of a block to City Park and has excellent access to shops/ dining/ nightlife.   A ideal location if you're: - Moving to Denver and need a place for a month or few until you get settled - A traveling nurse or professional who finds yourself in Denver for a few weeks or months - Traveling to Denver for one month+","Perfect for couples or solo travelers.  This clean, modern and remodeled basement unit with separate entrance is in a great neighborhood, only one half of a block to City Park and has excellent access to shops/ dining/ nightlife.   A ideal location if you're: - Moving to Denver and need a place for a month or few until you get settled - A traveling nurse or professional who finds yourself in Denver for a few weeks or months - Traveling to Denver for one month+ This remodeled basement unit includes the following: - 550 sq ft - Entryway Landing (for storing shoes and coats) - Bedroom (w/ queen bed, night stand and chair) - Hallway (w/ dresser and closet) - Living Room (reclining couch, TV stand, TV, bistro table and two chairs, two end tables) - Full Bathroom (including shower/ tub) - Euro Kitchen (dishwasher, sink w/ garbage disposal, oven/stove, microwave, fridge, pantry) Please note that xfinity cable tv and wifi are included. The unit is a basement lockout unit with separate access v","Only 1/2 a block to City Park and walking or biking distance to the shops/ restaurants/ breweries of:  - Uptown - 17th Ave - Colfax Also, less than a mile away from 3 major hospitals and less than 2 miles to the heart of downtown Denver.",14,14,14,286,65,50,250,2,1,1.0,House,Entire home/apt,39.74885,-104.96128999999999,80205,under_100,1.8129133566428601,central,76,1,0
980,"Lacey and I hope you enjoy our cozy little home.  The whole house is yours to make home during your stay. You will share our large backyard and patio space with us if we are in town during your visit. Very comfy queen sized bed in each bedroom and air mattress available upon request! Fast wifi! Super convenient location! Shops, restaurants, coffee, groceries are all a 2 minute walk away. Located within 1 mile of Central Park light rail station which can take you to the airport or downtown!","Lacey and I hope you enjoy our cozy little home.  The whole house is yours to make home during your stay. You will share our large backyard and patio space with us if we are in town during your visit. Very comfy queen sized bed in each bedroom and air mattress available upon request! Fast wifi! Super convenient location! Shops, restaurants, coffee, groceries are all a 2 minute walk away. Located within 1 mile of Central Park light rail station which can take you to the airport or downtown! The house is nestled in a quiet neighborhood with a nice backyard retreat.   Sit in the cozy outdoor hammock swing while enjoying your morning coffee. If you're lucky our chicks might have some fresh eggs for you for breakfast!  Full kitchen with basic ammenities. Ample street parking available.  LGBTQ  and 4:20 friendly (smoking outside only please)  BACKYARD IS A SHARED SPACE (with the homeowners and their fur babies) Please see details below under other things to note. Our entire home is exclusive","2 minute walk to restauraunts, coffee, and grocery store. 2 craft breweries located within 1 mile of the house.",0,0,15,269,40,65,150,6,2,1.0,Bungalow,Entire home/apt,39.757690000000004,-104.90713999999998,80207,under_100,1.6020599913279598,east,75,8,4
998,"Just .5 miles from Wash Park, 1.5 miles from downtown with a bike trail most of the way. There is a B-Cycle rental station 1 block away. Easy access both by foot and Uber to great restaurants and bars. The neighborhood is close to everything Denver is known for if you love to be out and about. Only 5 minutes from Cherry Creek and downtown. We have a small courtyard and patio we share with other owners as well as a rooftop patio with a great mountain view.","Just .5 miles from Wash Park, 1.5 miles from downtown with a bike trail most of the way. There is a B-Cycle rental station 1 block away. Easy access both by foot and Uber to great restaurants and bars. The neighborhood is close to everything Denver is known for if you love to be out and about. Only 5 minutes from Cherry Creek and downtown. We have a small courtyard and patio we share with other owners as well as a rooftop patio with a great mountain view. We invite you to come experience Denver as a local at our little place in Wash Park. The neighborhood is one of the most sought after areas in the city. There are countless restaurants and bars within walking distance and all the best hotspots in town are within 15 minutes by vehicle or bike! Please note: We do not allow any federally illegal activities (drugs of any kind, including marijuana) to be used done in the house. You have full access to our condo, 2nd floor balcony, courtyard and rooftop patio. There is a B-Cycle one block a",0,6,6,8,8,94,74,0,4,2,1.0,Condominium,Entire home/apt,39.712540000000004,-104.98178999999999,0,under_100,1.9731278535997,central,82,6,4
