,summary,description,neighborhood_overview,availability_30,availability_60,availability_90,availability_365,price,cleaning_fee,security_deposit,accommodates,bedrooms,bathrooms,property_type,room_type,latitude,longitude,zipcode,price_bin,Log_Price,areas,Reservations_In_Next_90_Days,types,nlp_topic
65,"This (Phone number hidden by Airbnb) bungalow has 4 bedrooms, 2 full baths, 2 TV spaces, great outside patio with grill and gas fire pit.  There is  plenty of room to socialize and to find privacy with (Phone number hidden by Airbnb) sq ft. There is easy access to I 25, and I 70, the Broncos Stadium, downtown, bike trails, Red Rocks, Sloans' Lake and the light rail.  There is plenty of off street parking. Our home is licensed by the city of Denver.  View under Rules.  License BFN (Phone number hidden by Airbnb) ""Come be our guests!""","This (Phone number hidden by Airbnb) bungalow has 4 bedrooms, 2 full baths, 2 TV spaces, great outside patio with grill and gas fire pit.  There is  plenty of room to socialize and to find privacy with (Phone number hidden by Airbnb) sq ft. There is easy access to I 25, and I 70, the Broncos Stadium, downtown, bike trails, Red Rocks, Sloans' Lake and the light rail.  There is plenty of off street parking. Our home is licensed by the city of Denver.  View under Rules.  License BFN (Phone number hidden by Airbnb) ""Come be our guests!"" This is a period bungalow close to downtown and major sites in Denver. Nicely decorated, great amenities, and very comfortable. You will have access to a private fully finished (Phone number hidden by Airbnb) sq ft space with 4 Bedrooms and 2 bathrooms and full kitchen.  The Kitchen includes full-size refrigerator with freezer and ice maker. Microwave, stove, and oven as well as a dishwasher and coffee maker and many small appliances. Free use of condiments","Our home is on the west side of Denver and is a rapidly changing neighborhood. Walkable to several new venues, restaurants, breweries. We have quick access to the mountains and Red Rocks.  We are located close to the light rail, Sloans Lake, and several cute neighborhoods.   There is quick access to our home from I-25 and I-70. We are less than a mile from Bronco Stadium.  Go Broncos.",19,42,72,251,235,100,250,8,4,2.0,House,Entire home/apt,39.73845,-105.03883,80204,200_or_more,2.3710678622717403,central,18,1,3
66,"1 BR/1 Bath converted basement apt near DU w/ private entrance. It fits 2 comfortably & is centrally located just 5 miles south of downtown & 1 mile from Washington Park. Full size fridge, stove, microwave, toaster oven, coffee maker, WIFI, Netflix, Hulu, HBO Now, Amazon Prime, DVD's, Local HD TV & much more!","1 BR/1 Bath converted basement apt near DU w/ private entrance. It fits 2 comfortably & is centrally located just 5 miles south of downtown & 1 mile from Washington Park. Full size fridge, stove, microwave, toaster oven, coffee maker, WIFI, Netflix, Hulu, HBO Now, Amazon Prime, DVD's, Local HD TV & much more! Great location!! Extremely close to DU, 1 mile to Washington Park, 3 miles to Cherry Creek Mall & South Broadway Corridor restaurants & nightlife, & 5 miles to downtown.  -Easy access to I-25 Located at Downing & Evans – near DU - Easy access to Light Rail, B-Cycle, Car2Go, Bus lines, Uber, Lyft, etc. -If you don't want to rent a car consider signing up (if you haven't already) for Car2Go ((website hidden)) You can skip the rental & get around town easily for $.38 per minute. If you need referral links for Uber or Lyft let me know & we both receive credit for the service.  LYFT referral code ERIN (Phone number hidden by Airbnb) Uber referral code ni65q -Unit includes one queen bed","There are so many things to love about this neighborhood. Numerous places to walk to, including, grocery, gas, Starbucks, Kaladi Coffee, Keith's Coffee, Jelly, Madi's, Park Burger, South Pearl, Washington Park, Harvard Gulch, short bike or cab ride to Cherry Creek & downtown.",29,59,89,273,62,75,0,3,1,1.0,House,Private room,39.67392,-104.97211999999999,80210,under_100,1.79239168949825,south,1,1,4
74,"Located a few blocks from Denver's hippest restaurants and bars.  Denver Bungalow with designer touch and character. On a quiet block in the Lohi neighborhood, this home is beautiful, welcoming and comfortably fits four.  Private two bedroom 1.5 bath upper level home is great for a family, traveling friends or even business travelers.  Owner Tanya does live in the lower half of the home, but there is no shared space inside the home.","Located a few blocks from Denver's hippest restaurants and bars.  Denver Bungalow with designer touch and character. On a quiet block in the Lohi neighborhood, this home is beautiful, welcoming and comfortably fits four.  Private two bedroom 1.5 bath upper level home is great for a family, traveling friends or even business travelers.  Owner Tanya does live in the lower half of the home, but there is no shared space inside the home. Denver Bungalow built in 1900.  It has been stylishly remodeled.  The home is eclectically decorated with items curated from my travels and custom design pieces.  All bathrooms are new, with modern plumbing, walnut vanities and unique touches.  You have a private entrance, Spa like bathroom, gorgeous gourmet kitchen, beautiful dining room, zen living room and two bedrooms. Guests have a private entrance to the entire upper level unit and front porch/patio. Guests do not have access to the backyard nor the separate private suite in the lower level. The Highl","The Highlands neighborhood is currently the hottest neighborhood in Denver.  Two blocks away there are coffee shops, shopping, restaurants, sports bars and lounges.  Several of the top highly rated restaurants are located within 5-7 blocks for foodies.  As well as authentic Mexican and Italian food restaurants that have been in the neighborhood for many years.  The location of my home is ideal for parking and quiet, yet also close to day and evening entertainment.  There are also several parks nearby for tennis or basketball and it is a bike friendly town, with rental bikes available a few blocks away.  It also well located for it's proximity to downtown Denver, which can be reached on foot in 15 - 20 min or by taxi in 5min.  I suggest guests walk around to the local places and if they want to explore further in good weather I would rent the red bikes.  I'm happy to recommend restaurants and bars.  If you are coming for the city life then explore Highlands and downtown Denver.  If you",17,47,76,76,150,65,250,4,2,1.5,Bungalow,Entire home/apt,39.76579,-105.01655,80211,100_200,2.17609125905568,northwest,14,8,0
76,"Visitors say my home is like a cozy retreat. Chatty birds greet me in the morning and a fine bakery/cafe, wine bar, bus stop, and Johnson & Wales University are an easy stroll away. Quiet tree-lined street with convenient access to DIA and Downtown.","Visitors say my home is like a cozy retreat. Chatty birds greet me in the morning and a fine bakery/cafe, wine bar, bus stop, and Johnson & Wales University are an easy stroll away. Quiet tree-lined street with convenient access to DIA and Downtown.",0,15,45,75,350,60,15,0,3,1,1.0,House,Private room,39.74252,-104.90985,80220,under_100,1.7781512503836399,east,15,1,2
80,"Make yourself comfortable in this beautifully appointed colonial style home in the heart of Congress Park.  Steps away from Denver's stunning Botanic Gardens, City Park, Congress Park, Cherry Creek North and National Jewish Hospital. ","Make yourself comfortable in this beautifully appointed colonial style home in the heart of Congress Park.  Steps away from Denver's stunning Botanic Gardens, City Park, Congress Park, Cherry Creek North and National Jewish Hospital.  Step in from the tree lined street and feel immediately at home!  A true sanctuary in the city, from the muted and soft tones on the walls to the luxurious bedding and perfectly appointed rooms.  The backyard offers a lovely sun soaked patio and lush landscaping - a great place to relax at the end of the day.  You will find the guest room at the top of the stairs with a window looking out into the treetops.  Only a couple steps down the hallway you will find your share bathroom with tub, shower and new vanity. The beautiful guest room overlooking the quiet tree lined Cook street is tastefully decorated with beautiful antiques and a very comfortable bed.  You will find space in the set of drawers and closet for all your things.  You will have access to you","Congress Park is a quaint little neighborhood in the center of Denver.  It's tree lined streets, neighborhood restaurants and cafes and it's proximity to several of Denver's beautiful parks and gorgeous parkways make it the ultimate walkable neighborhood.  Also close by is National Jewish Hospital which make this home great for people who are visiting this state of the art hospital.  ",30,60,90,365,78,15,0,2,1,1.0,House,Private room,39.73404,-104.94653999999998,80206,under_100,1.8920946026904801,central,0,1,2
84,"Come stay in our renovated apartment in the Sunnyside neighborhood of the Highlands.  The sunny one bedroom apartment has a tile shower, large open living area and all of the amenities that will make your stay comfortable.  Close to everything!","Come stay in our renovated apartment in the Sunnyside neighborhood of the Highlands.  The sunny one bedroom apartment has a tile shower, large open living area and all of the amenities that will make your stay comfortable.  Close to everything! This ~700 sf apartment has it's own entrance, an open floor plan, a large bedroom with a queen size bed, a walk-in shower with custom tile, and a fully equipped kitchen.  There is a large living space with flat screen TV and Roku.  There is also wireless internet access.*  While it is a garden-level apartment, there are plenty of windows and lots of natural light.   The space is ideal for 2 people but we can arrange for extra sheets for the love seat and a pack-and-play if needed. There is a portable evaporative cooler (think AC for very dry climates) in the apartment.  Evaporative coolers are very common in CO and do a great job cooling and adding moisture to the dry CO air. The apartment does not have a separate thermostat. Temperature can be","The Highlands is, in our opinion, the best neighborhood in Denver.  From our house we are a quick walk to some great restaurants and bars, and a 15 minute walk to Highland Square and LoHi.  The Universal, an incredible breakfast place, is a block away and Ernie's, a great neighborhood bar/pizza place is 4 blocks away. The neighborhood is easy access to Coors Field (Rockies), Pepsi Center (Avs, Nuggets, Concerts) and Mile High (Broncos).",24,54,81,170,99,55,0,2,1,1.0,Guest suite,Entire home/apt,39.77194,-105.02478,80211,under_100,1.9956351945975501,northwest,9,3,7
92,"This modern carriage house is within a block and a half of all the amenities of South Broadway, yet still in a quiet residential area.  Downtown is easily accessible via bus, light rail, or b-cycle bike.  Enjoy the super nice kitchen and steam shower!","This modern carriage house is within a block and a half of all the amenities of South Broadway, yet still in a quiet residential area.  Downtown is easily accessible via bus, light rail, or b-cycle bike.  Enjoy the super nice kitchen and steam shower! Space details: Modern loft style carriage house apartment with:  - Full kitchen, gas cooktop, fully stocked with pots / pans / utensils - Stocked with basics for cooking (oil, salt, pepper, coffee, tea)   - Bar area and dining table - Outside grill and patio table - One queen size memory foam bed.   - Awesome steam shower with 2 shower heads The backyard is shared space.  There's a BBQ grill and patio furniture. Note: We have one beehive in the backyard on the east side of the house (near the front). The bees will not bother you unless you do something to provoke them and, in fact, you are unlikely to see them unless you decide to venture into a seldom-used part of the yard. I'm usually around and free to answer questions.  Please do not","Location:  The carriage house is in Baker neighborhood, which is a historic Denver neighborhood.  While the carriage house is a new addition, the main house was built in 1880's.  The location can't be beat - it's within blocks of all the amenities of South Broadway: Sweet Action ice cream, Happy Coffee, Historian Ale House, Mayan Movie Theater, Beatrice and  Woodsley, Trve Brewery, and tons of other unique shops, tasty restaurants, and fun bars, all with a local feel.  The Santa Fe Arts District and several other local breweries are within walking distance as well. Downtown and all the sports stadiums are within easy bike / bus / light rail rides.   There is a B-cycle bike station within blocks of the house.  B-cycles are bikes that can be rented (for a few hours or a few days) with a simple credit card swipe.  There are stations throughout the city, so you can use a bike to get to your destination, turn it in, and then check out another one to go to the next place.  There are also usu",26,55,85,360,90,40,0,2,1,1.0,Guesthouse,Entire home/apt,39.71627,-104.98913999999999,80223,under_100,1.95424250943933,south,5,0,0
95,You will enjoy my cozy home in the Country Club area.  The home is a 3 bed/3 bath with 2 bedrooms and a bath on the garden level.  The neighborhood is easily walkable to Cherry Creek and Capitol Hill restaurants and shopping.,"You will enjoy my cozy home in the Country Club area.  The home is a 3 bed/3 bath with 2 bedrooms and a bath on the garden level.  The neighborhood is easily walkable to Cherry Creek and Capitol Hill restaurants and shopping. Historic area with some of Denver's finest early architecture nearby. I am sometimes on site but access a different door. Friendly with families of all ages who will say hi. Buses run downtown on 8th Ave, 4 blocks, to Union Station, Museums and other sites! Or walk, to nearby Cheesman Park, film theatres and local eateries.",Friendly with families of all ages who will say hi.,16,44,74,349,200,100,100,5,3,3.0,House,Entire home/apt,39.72203,-104.96623000000001,80218,100_200,2.30102999566398,central,16,1,7
97,"Quiet, artistic and private hideaway, with large fenced yard that surrounds the house.  Centrally located, close to downtown, Rino art district, Five Points, Colfax, Cap Hill, Museums, Zoo, City Park, only a few miles away from most attractions Denver  has to offer, $5.00-$10.O0  Uber/lyft ride.  As well as within walking/biking distance to coffee shops, many breweries, dispensary's, music venues, restaurants, galleries and shops in famous RINO art district.","Quiet, artistic and private hideaway, with large fenced yard that surrounds the house.  Centrally located, close to downtown, Rino art district, Five Points, Colfax, Cap Hill, Museums, Zoo, City Park, only a few miles away from most attractions Denver  has to offer, $5.00-$10.O0  Uber/lyft ride.  As well as within walking/biking distance to coffee shops, many breweries, dispensary's, music venues, restaurants, galleries and shops in famous RINO art district. This beautiful Victorian property is quaint on the outside and artistically decorated on the inside. Build in (Phone number hidden by Airbnb) , it has an old charm but functions like a newer home. Over (Phone number hidden by Airbnb) square feet of space, streaming with warm natural light by day and ambient dimmable light by night - that will sure set the mood of your liking!  Cozy living room, with various percussion instruments, a desk if you need to catch up on work while enjoying wonderful daylight, and a sitting area if it's t","Spacious house in a quiet residential neighborhood located only a few miles away from the heart of Denver, as well as some local neighborhood bars and restaurants close by.",30,60,90,365,169,75,250,6,3,1.0,House,Entire home/apt,39.76664,-104.95477,80205,100_200,2.22788670461367,central,0,1,3
101,"Our cool and comfortable one bedroom  has a true city feeling! It comfortably fits two and is centrally located on a quiet street, just six blocks from City Park. Enjoy a hot tub in the back yard. Parking on streets !  My place is cool with 420 and GLBT guests. The bedroom size is small 15X20","Our cool and comfortable one bedroom  has a true city feeling! It comfortably fits two and is centrally located on a quiet street, just six blocks from City Park. Enjoy a hot tub in the back yard. Parking on streets !  My place is cool with 420 and GLBT guests. The bedroom size is small 15X20 The bed in the master room is a queen size mattress with 600 thread count sheets, ample pillows, and comfy blankets. Any accouterments that you may be accustomed to at home.Hi!!!  Thanks for your interest!! It is not a stand alone cottage.  It is my home although I am very rarely at that property...  It is an extra bedroom in the house that has its own bathroom you can access without leaving the room.  Again, I am rarely there and you would pretty much have full reign to the house, respectively.  It is my main residence but, again, I am rarely there, so you have access to the full kitchen and living area to relax and watch tv.  Please let me know if you have any other questions or if there is any","• NOLA Voodoo Tavern and Perks   NOLA is 9 blocks west of my home 2231 E.Bruce Randolph Ave. Light Rail Station 1.5 mile away.  •Welton St. Corridor is 11 block over: Soul Food, Music Venues, and Bars.  This up and coming part of town still has a creative edge and undiscovered feeling to it.  •Lodo (Lower Downtown) is 3miles away: Bars, restaurants, and the Denver Pavilions.  •City Park is 1 mile away: Golf course, Driving Range, Denver Zoo, Museum of Nature and Science, etc.  •South Broadway St. is a 10 minute Drive  •LoHi (Lower Highlands) is a 10 Minute Drive  •Denver Skate Park / Confluence Park 5 minutes Red Rocks Amphitheater: 45 minutes  Idaho Springs: 45 minutes  Loveland Ski Resort: 1 hour  Arapahoe Basin Ski Mt: 1 hour  Glenwood Hot Springs: 3 hours  Vail: 3 1/2  Aspen: 4 hours Yor are about 25 Minute Drive to the DIA",29,59,88,88,60,30,100,2,1,1.0,Bungalow,Private room,39.764920000000004,-104.94855,80205,under_100,1.7781512503836399,central,2,8,0
108,"Original art and well furnished 2 bedroom/1 bath 1920's home in west highland. Very comfortable and great, quite location close to LoHi, 32nd and Lowell and Tennyson commercial districts. Lots of cafes, bars, restaurants within walking distance.","Original art and well furnished 2 bedroom/1 bath (Phone number hidden by Airbnb) 's home in west highland. Very comfortable and great, quite location close to LoHi, 32nd and Lowell and Tennyson commercial districts. Lots of cafes, bars, restaurants within walking distance. This is a cute (Phone number hidden by Airbnb) 's Craftsman Bungalow. Original art and well furnished 2 bedroom/1 bath home in west highland. Very comfortable and great, quite location close to LoHi, 32nd and Lowell and Tennyson commercial districts. Lots of cafes, bars, restaurants within walking distance. Original art fills this cozy craftsman bungalow in the west part of Highlands. Two bedrooms and one bath, 1,100 square feet, large eat-in kitchen, large dining room table, brightly lit living area, and all you'll need for your stay. Large bedroom has queen sized firm temprapedic bed, smaller room has two single, firm beds. One off street parking spot, plenty of street parking, nice, private front porch to relax on","Berkley/Highland neighborhood, lots of hip restaurants, cafes, shops and a short cab ride to LoDo (2.5miles). One of the hippest zip codes in our country, surrounded by great restaurants, bars, cafes. A walk score of 80 (Bike score of 80 as well). Six blocks to either 32nd Street shops and to Tennyson Street shops.",16,46,76,283,125,125,1000,4,2,1.0,Bungalow,Entire home/apt,39.77026,-105.0377,80211,100_200,2.0969100130080602,northwest,14,8,3
